Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities,share
2001:Q4,Hispanic,2.1,2.5,3.2,3.9,0.9,3.6,3.5,1.5,1.6,4.9,5,5.8,0.5,3.524072519502846
2001:Q4,Other,3.2,3.3,4.1,3,2.4,3,3.6,4.4,2.5,4.3,4.3,4.9,1.4,3.6499640597177523
2002:Q1,White,91.1,89.9,87.8,86.4,95.6,85.5,86.9,92.8,92.7,82.8,83.6,78,95.5,86.9402423280008
2002:Q1,Black,3.6,4.2,4.7,6.5,1,7.9,6,1.5,3.1,7.8,6.9,11.4,2.7,6.035434980626061
2002:Q1,Hispanic,2.2,2.6,3.4,4,0.9,3.6,3.4,1.5,1.7,5,5,5.8,0.4,3.420628075750251
2002:Q1,Other,3.1,3.3,4.1,3.1,2.4,2.9,3.6,4.3,2.5,4.4,4.5,4.8,1.4,3.603694615622884
2002:Q2,White,90.9,89.6,87.5,86.1,95.5,85.4,87.1,92.8,92.7,82.7,83.5,77.9,95.6,87.12212959430677
2002:Q2,Black,3.7,4.3,4.8,6.5,1.1,8,5.9,1.6,3.1,7.8,6.9,11.4,2.5,5.882924882781268
2002:Q2,Hispanic,2.3,2.7,3.5,4.2,1,3.6,3.4,1.5,1.7,5,5,5.8,0.3,3.4006143632307384
2002:Q2,Other,3.1,3.3,4.2,3.2,2.4,2.9,3.6,4.1,2.5,4.5,4.6,4.8,1.6,3.594331159681216
2002:Q3,White,90.7,89.4,87.3,86,95.4,85.3,87.3,92.7,92.7,82.3,83,77.7,95.6,87.34087976524499
2002:Q3,Black,3.8,4.5,4.9,6.4,1.2,8.1,5.7,1.7,3.1,7.8,6.9,11.5,2.3,5.685681976943888
2002:Q3,Hispanic,2.3,2.8,3.6,4.4,1.1,3.6,3.4,1.5,1.7,5.2,5.2,5.9,0.2,3.3841231614738314
2002:Q3,Other,3.1,3.4,4.3,3.2,2.3,2.9,3.6,4,2.5,4.7,4.8,4.8,1.9,3.5893150963372915
2002:Q4,White,90.7,89.3,87,85.9,95.3,85.2,87.1,92.9,92.8,81.9,82.6,77.6,95.7,87.10585687711713
2002:Q4,Black,3.9,4.5,4.9,6.2,1.3,8.3,6,1.8,3.1,7.9,7,11.6,2.2,6.004252806178835
2002:Q4,Hispanic,2.3,2.8,3.7,4.6,1.1,3.7,3.3,1.5,1.7,5.3,5.4,6,0.1,3.2932041485303474
2002:Q4,Other,3.1,3.4,4.4,3.3,2.3,2.9,3.6,3.8,2.4,4.9,5.1,4.9,2,3.596686168173676
2003:Q1,White,90.5,89,86.7,85.6,95.2,85.1,87,92.7,92.5,81.6,82.2,77.4,95.7,87.0147117954179
2003:Q1,Black,4,4.6,5,6.2,1.3,8.3,6.2,2,3.2,7.9,7,11.6,2.1,6.153479316565707
2003:Q1,Hispanic,2.4,2.9,3.8,4.7,1.2,3.7,3.2,1.6,1.8,5.4,5.5,6.1,0.2,3.220096238656726
2003:Q1,Other,3.1,3.4,4.5,3.5,2.3,2.9,3.6,3.7,2.5,5.1,5.3,4.9,2,3.6117126493596654
2003:Q2,White,90.4,88.9,86.4,85.3,95.2,84.9,86.6,92.7,92.4,81.4,81.8,77.2,96.1,86.62794328550622
2003:Q2,Black,4,4.6,5.1,6.2,1.3,8.4,6.6,2.1,3.2,7.8,7,11.6,2.1,6.610557353502056
2003:Q2,Hispanic,2.4,2.9,3.9,4.9,1.1,3.7,3.1,1.6,1.8,5.5,5.7,6.2,0.6,3.109756641559849
2003:Q2,Other,3.1,3.5,4.6,3.6,2.4,3,3.7,3.6,2.6,5.2,5.5,5,1.2,3.651742719431874
2003:Q3,White,90.3,88.8,86.1,85.2,95.1,84.8,86.5,92.6,92.2,81.2,81.6,77.1,96.1,86.47488410940377
2003:Q3,Black,4.1,4.7,5.1,6,1.4,8.5,6.8,2.2,3.3,7.7,6.9,11.6,1.9,6.794695330510072
2003:Q3,Hispanic,2.4,3,4,5.1,1.1,3.7,3,1.7,1.9,5.6,5.7,6.2,0.5,3.0316947305033195
2003:Q3,Other,3.2,3.6,4.8,3.8,2.4,3,3.7,3.6,2.7,5.4,5.8,5.1,1.5,3.698725829582837
2003:Q4,White,90.2,88.7,85.9,85,95,84.7,86.1,92.5,92.1,80.8,81.1,76.9,95.5,86.13707114063439
2003:Q4,Black,4.1,4.7,5.1,5.8,1.4,8.6,7.2,2.3,3.2,7.7,6.9,11.6,1.7,7.150288298966773
2003:Q4,Hispanic,2.4,3,4.1,5.2,1.1,3.7,2.9,1.7,1.9,5.7,5.9,6.3,0.5,2.9394066735923285
2003:Q4,Other,3.2,3.6,4.9,3.9,2.5,3,3.8,3.5,2.7,5.7,6.1,5.2,2.3,3.7732338868065125
2004:Q1,White,90.1,88.6,85.5,84.7,94.9,84.6,86,92.3,92.3,80.5,80.8,76.7,95.6,85.99921062758071
2004:Q1,Black,4.1,4.7,5.2,5.8,1.4,8.6,7.3,2.4,3.1,7.7,6.8,11.6,1.6,7.286529838820822
2004:Q1,Hispanic,2.5,3,4.2,5.4,1.1,3.7,2.9,1.8,1.8,5.8,5.9,6.4,0.5,2.8639695948365755
2004:Q1,Other,3.3,3.7,5.1,4.1,2.6,3.1,3.9,3.5,2.8,6,6.4,5.3,2.3,3.850289938761891
2004:Q2,White,89.9,88.4,85.2,84.7,94.8,84.5,85.9,92,92.1,80.3,80.5,76.6,95.7,85.91238320377376
2004:Q2,Black,4.1,4.7,5.2,5.5,1.5,8.6,7.4,2.5,3.1,7.6,6.8,11.6,1.5,7.377337753084904
2004:Q2,Hispanic,2.5,3.1,4.3,5.6,1.1,3.7,2.8,1.9,1.9,5.8,6,6.4,0.6,2.7798745266467524
2004:Q2,Other,3.4,3.9,5.3,4.3,2.6,3.3,3.9,3.6,2.9,6.3,6.7,5.4,2.2,3.9304045164945873
2004:Q3,White,89.7,88.1,84.8,84.4,94.8,84.4,85.9,91.6,92.1,80,80.1,76.5,95.9,85.85595678344465
2004:Q3,Black,4.2,4.7,5.3,5.4,1.5,8.5,7.4,2.6,3.1,7.5,6.7,11.5,1.2,7.428136562607045
2004:Q3,Hispanic,2.6,3.1,4.4,5.7,1.1,3.6,2.7,2.1,1.9,5.9,6.1,6.4,0.5,2.695212468135359
2004:Q3,Other,3.6,4,5.6,4.5,2.6,3.4,4,3.7,3,6.6,7.1,5.6,2.4,4.020694185812945
2004:Q4,White,89.4,87.8,84.3,84.1,94.7,84.1,85.5,91.1,91.7,79.6,79.6,76.3,95.8,85.51215192097767
2004:Q4,Black,4.2,4.7,5.4,5.5,1.4,8.6,7.5,2.6,3.1,7.6,6.9,11.3,1.3,7.527634120829642
2004:Q4,Hispanic,2.6,3.2,4.6,5.7,1.1,3.6,2.8,2.2,1.9,6.1,6.2,6.5,0.8,2.7809505654212496
2004:Q4,Other,3.8,4.3,5.8,4.7,2.7,3.7,4.2,4.1,3.3,6.8,7.3,5.9,2,4.179263392771435
2005:Q1,White,89.1,87.5,83.8,83.8,94.7,83.8,85.4,90.6,91.5,78.8,78.6,76,95.6,85.4416170878624
2005:Q1,Black,4.2,4.8,5.4,5.6,1.4,8.6,7.4,2.5,3.2,7.8,7.2,11,1.2,7.390718341618941
2005:Q1,Hispanic,2.7,3.3,4.7,5.7,1.2,3.6,2.9,2.4,1.9,6.3,6.5,6.8,0.9,2.8590431241810625
2005:Q1,Other,4,4.5,6,4.9,2.8,4,4.3,4.5,3.4,7.1,7.6,6.2,2.2,4.308621446337602
2005:Q2,White,88.9,87.1,83.3,83.4,94.6,83.6,85.3,90,91.3,78.3,78,75.8,95.2,85.27023151299124
2005:Q2,Black,4.2,4.8,5.5,5.8,1.3,8.6,7.3,2.5,3.2,7.8,7.4,10.8,1.2,7.3406879082788965
2005:Q2,Hispanic,2.7,3.3,4.9,5.6,1.2,3.5,2.9,2.6,1.9,6.5,6.7,6.9,1.1,2.926758888288579
2005:Q2,Other,4.2,4.7,6.3,5.2,2.9,4.3,4.5,4.9,3.6,7.4,7.9,6.5,2.4,4.462321690441275
2005:Q3,White,88.6,86.8,82.9,83.2,94.6,83.3,85.1,89.4,91,77.8,77.5,75.6,95,85.1018610294512
2005:Q3,Black,4.1,4.8,5.6,5.7,1.2,8.6,7.3,2.4,3.2,7.9,7.5,10.5,1.1,7.303528088169897
2005:Q3,Hispanic,2.8,3.4,5,5.6,1.2,3.5,3,2.8,1.9,6.6,6.8,7,1.3,2.9789900936828384
2005:Q3,Other,4.5,5,6.5,5.4,3,4.6,4.6,5.5,3.9,7.7,8.2,6.9,2.5,4.615620788696063
2005:Q4,White,88.4,86.6,82.5,83,94.6,83.1,85,88.8,90.8,77.3,77,75.4,94.5,84.95034299296267
2005:Q4,Black,4.1,4.7,5.6,5.7,1.1,8.6,7.3,2.4,3.2,7.9,7.7,10.3,0.9,7.25022151330695
2005:Q4,Hispanic,2.8,3.4,5,5.6,1.2,3.4,3,2.9,1.9,6.7,6.9,7,1.5,3.0282412599864985
2005:Q4,Other,4.7,5.3,6.8,5.6,3.1,5,4.8,5.9,4,8,8.5,7.3,3.1,4.771194233743867
2006:Q1,White,88.3,86.5,82.3,82.6,94.5,82.8,84.8,88.3,90.6,77.1,76.7,75.3,94.3,84.80715249745614
2006:Q1,Black,4,4.7,5.6,5.9,1.1,8.6,7.2,2.3,3.2,7.9,7.7,10,1,7.192671332655768
2006:Q1,Hispanic,2.8,3.4,5.1,5.5,1.2,3.3,3.1,3,2,6.8,6.9,7.1,1.8,3.074025674380514
2006:Q1,Other,4.9,5.5,7,5.9,3.3,5.3,4.9,6.3,4.2,8.3,8.7,7.6,2.9,4.926150495507569
2006:Q2,White,88.1,86.2,82,82.5,94.5,82.5,84.8,87.8,90.5,76.6,76.2,75,94,84.78214190263674
2006:Q2,Black,4,4.7,5.6,5.9,1,8.6,7,2.2,3.2,7.9,7.8,9.8,1,7.044883450609419
2006:Q2,Hispanic,2.8,3.4,5.1,5.5,1.2,3.3,3.1,3.1,2,6.9,7,7.2,2,3.1237381933705164
2006:Q2,Other,5.1,5.7,7.3,6.2,3.3,5.6,5,6.8,4.4,8.6,9,8,3,5.049236453383328
2006:Q3,White,88,86,81.7,82.3,94.4,82.2,84.6,87.3,90.3,76.2,75.7,74.7,93.8,84.64499235632945
2006:Q3,Black,3.9,4.6,5.6,5.8,0.9,8.6,7,2.2,3.2,8,7.9,9.7,1,6.998101894334595
2006:Q3,Hispanic,2.7,3.4,5.1,5.5,1.2,3.2,3.2,3.3,1.9,7,7.1,7.2,2.2,3.165668944457928
2006:Q3,Other,5.4,6,7.5,6.4,3.4,6,5.2,7.2,4.6,8.9,9.3,8.4,3,5.1912368048780255
2006:Q4,White,87.8,85.8,81.5,82.1,94.3,81.9,84.5,86.8,90,75.9,75.3,74.4,93.6,84.46183376260831
2006:Q4,Black,3.9,4.6,5.6,5.9,0.9,8.5,7,2.2,3.2,8,8,9.5,1.2,7.001003752719076
2006:Q4,Hispanic,2.7,3.4,5.2,5.5,1.2,3.2,3.2,3.4,2,7,7.2,7.3,2.5,3.2027219030335945
2006:Q4,Other,5.6,6.2,7.7,6.6,3.6,6.3,5.3,7.7,4.8,9.1,9.5,8.8,2.7,5.334440581639019
2007:Q1,White,87.7,85.7,81.3,81.6,94.3,81.6,84.4,86.4,89.8,75.6,75.1,74.1,93.5,84.36031123889443
2007:Q1,Black,3.9,4.6,5.6,6.1,0.8,8.6,6.9,2.1,3.2,8,8,9.5,1.1,6.94536533495256
2007:Q1,Hispanic,2.7,3.4,5.2,5.4,1.2,3.1,3.3,3.4,2,7.1,7.2,7.3,2.6,3.2505438068780395
2007:Q1,Other,5.7,6.3,7.9,6.9,3.7,6.6,5.4,8,5,9.3,9.7,9.1,2.9,5.4437796192749754
2007:Q2,White,87.6,85.5,81.1,81.3,94.2,81.4,84.1,86,89.6,75.4,74.7,73.9,93.7,84.1448966930338
2007:Q2,Black,3.9,4.6,5.7,6.2,0.8,8.6,7,2.1,3.3,8,8.1,9.3,1.2,6.985551132188969
2007:Q2,Hispanic,2.7,3.4,5.3,5.4,1.2,3.2,3.3,3.5,2,7.1,7.3,7.4,2.7,3.296512346472148
2007:Q2,Other,5.9,6.5,8,7.1,3.8,6.8,5.6,8.4,5.1,9.5,9.9,9.4,2.4,5.573039828305083
2007:Q3,White,87.6,85.4,80.9,81,94.2,81.2,84,85.6,89.8,74.8,74.2,73.5,92.7,83.99637575107226
2007:Q3,Black,3.8,4.5,5.7,6.3,0.7,8.7,7,2.1,3.1,8.2,8.2,9.3,1.1,6.98331518293832
2007:Q3,Hispanic,2.7,3.5,5.3,5.4,1.3,3.2,3.4,3.6,1.9,7.3,7.5,7.5,3.1,3.356837108907
2007:Q3,Other,5.9,6.6,8.2,7.3,3.8,6.9,5.7,8.7,5.1,9.7,10.1,9.7,3.2,5.663471957082418
2007:Q4,White,87.6,85.4,80.9,80.8,94,81.1,84.1,85.7,89.8,74.8,74.3,73.1,92.7,84.05360797173739
2007:Q4,Black,3.8,4.5,5.7,6.3,0.7,8.7,6.7,2,3.1,8,8.1,9.4,1.2,6.716381496636912
2007:Q4,Hispanic,2.6,3.4,5.2,5.5,1.3,3.2,3.4,3.6,1.9,7.2,7.4,7.5,2.9,3.351609567543492
2007:Q4,Other,6,6.7,8.2,7.4,4,6.9,5.9,8.7,5.2,9.9,10.3,10,3.2,5.878400964082207
2008:Q1,White,87.6,85.4,80.9,80.6,93.8,81.1,84.3,86.1,89.9,74.9,74.4,72.7,92.9,84.25567896574849
2008:Q1,Black,3.8,4.5,5.6,6.3,0.8,8.8,6.3,2,3,7.9,7.9,9.7,1.5,6.342962259933381
2008:Q1,Hispanic,2.6,3.4,5.1,5.5,1.3,3.2,3.4,3.4,1.8,7.1,7.3,7.5,2.8,3.3688295412487674
2008:Q1,Other,6,6.7,8.3,7.5,4.2,6.9,6,8.5,5.3,10,10.4,10.1,2.8,6.032529233069372
2008:Q2,White,87.6,85.3,81,80.6,93.5,81,84.3,86.3,89.9,75.1,74.9,72.4,92.3,84.29047884826653
2008:Q2,Black,3.8,4.5,5.6,6.2,0.8,8.8,6.1,2,3,7.7,7.5,9.8,1.4,6.1237014870862945
2008:Q2,Hispanic,2.6,3.4,5,5.7,1.3,3.3,3.4,3.4,1.8,6.9,7.1,7.4,2.6,3.3730594098190694
2008:Q2,Other,6,6.8,8.4,7.5,4.4,6.8,6.2,8.3,5.4,10.2,10.5,10.3,3.7,6.212760254828098
2008:Q3,White,87.5,85.2,81.1,80.4,93.3,80.9,84.5,86.7,89.8,75.1,74.7,71.9,92.8,84.52502302563533
2008:Q3,Black,3.9,4.6,5.6,6.3,0.8,8.9,5.7,2,2.9,7.7,7.5,10.1,1.9,5.720641430098419
2008:Q3,Hispanic,2.5,3.4,5,5.8,1.4,3.3,3.4,3.3,1.8,7,7.1,7.5,2.6,3.4125328670789647
2008:Q3,Other,6.1,6.8,8.4,7.6,4.5,6.8,6.3,8.1,5.5,10.2,10.7,10.5,2.8,6.341802677187277
2008:Q4,White,87.5,85,81.2,80.1,93,80.9,85.1,87.1,89.7,74.7,74.8,71.5,89.6,85.06733161061344
2008:Q4,Black,3.9,4.7,5.6,6.4,0.9,9,5.1,2,2.8,7.8,7.4,10.3,1.6,5.084862845250973
2008:Q4,Hispanic,2.6,3.4,4.9,5.8,1.5,3.4,3.5,3.1,1.7,7,7.1,7.6,2.5,3.473585445990183
2008:Q4,Other,6,6.9,8.4,7.7,4.6,6.7,6.4,7.8,5.7,10.6,10.8,10.6,6.3,6.374220098145404
2009:Q1,White,87.6,85,81.2,79.9,92.7,80.8,85.2,87.6,89.9,74.4,74.7,71,89.1,85.2140117427695
2009:Q1,Black,3.9,4.7,5.5,6.4,0.9,9.2,4.8,1.9,2.8,7.8,7.4,10.7,1.5,4.769563185631069
2009:Q1,Hispanic,2.5,3.4,4.8,5.9,1.5,3.5,3.5,3,1.7,7.1,7.1,7.8,2.2,3.5112407637889635
2009:Q1,Other,5.9,6.9,8.4,7.7,4.8,6.5,6.5,7.4,5.7,10.7,10.8,10.6,7.2,6.5051843078104685
2009:Q2,White,87.7,85.2,81.4,79.8,92.4,80.8,84.8,88.5,89.8,74.6,74.9,70.7,89.2,84.82866904201126
2009:Q2,Black,4,4.7,5.5,6.4,1,9.3,4.9,1.9,2.9,7.7,7.2,10.9,1.7,4.914381895949464
2009:Q2,Hispanic,2.4,3.3,4.7,6.1,1.4,3.5,3.5,2.8,1.7,7,7,7.8,2,3.5032823466641516
2009:Q2,Other,5.9,6.8,8.4,7.7,5.3,6.4,6.8,6.8,5.6,10.7,10.9,10.6,7,6.753666715375127
2009:Q3,White,87.8,85.3,81.5,79.8,92.1,80.7,84.4,88.8,89.6,74.6,75,70.2,89.3,84.4389676721202
2009:Q3,Black,3.9,4.7,5.5,6.3,1,9.4,5.1,1.9,2.9,7.7,7.2,11.2,2,5.083529838389381
2009:Q3,Hispanic,2.4,3.2,4.6,6.2,1.2,3.6,3.5,2.7,1.7,6.9,7,7.9,1.9,3.4974702172524084
2009:Q3,Other,5.9,6.8,8.4,7.7,5.7,6.3,7,6.6,5.8,10.7,10.9,10.7,6.7,6.980032272238009
2009:Q4,White,87.6,85.2,81.5,79.6,91.8,80.6,84.3,89.3,89.3,74.8,75.3,69.9,89.8,84.28841884434175
2009:Q4,Black,4,4.7,5.5,6.4,1,9.5,5.1,1.9,3,7.6,6.9,11.5,2.2,5.054943957736299
2009:Q4,Hispanic,2.4,3.2,4.6,6.3,1.2,3.6,3.5,2.6,1.7,6.8,6.8,7.9,1.8,3.512582167246112
2009:Q4,Other,6,6.9,8.3,7.7,6,6.2,7.1,6.3,6,10.7,10.9,10.7,6.2,7.144055030675833
2010:Q1,White,87.5,85.2,81.6,79.5,91.6,80.5,84.2,89.3,89.4,75.2,75.7,69.5,89.1,84.1759728150098
2010:Q1,Black,4.1,4.7,5.5,6.5,1,9.6,5,1.9,3,7.5,6.7,11.9,2.9,5.019712434355035
2010:Q1,Hispanic,2.4,3.2,4.6,6.4,1.1,3.7,3.5,2.6,1.6,6.7,6.7,7.9,1.9,3.5211002660478794
2010:Q1,Other,6,6.9,8.3,7.7,6.3,6.1,7.3,6.3,5.9,10.7,11,10.7,6,7.283214484587284
2010:Q2,White,87.3,85.1,81.7,79.4,91.3,80.5,84.4,89.1,89.4,75.6,76.2,69.4,89.2,84.44095983716291
2010:Q2,Black,4.2,4.7,5.5,6.5,1,9.7,4.7,1.9,3,7.3,6.4,12.1,3.1,4.65394700280583
2010:Q2,Hispanic,2.4,3.2,4.5,6.4,1.1,3.7,3.6,2.6,1.6,6.5,6.4,7.8,1.8,3.554640407003453
2010:Q2,Other,6.1,7,8.3,7.7,6.5,6.1,7.4,6.4,6.1,10.6,10.9,10.7,5.9,7.350452753027809
2010:Q3,White,87.2,85.2,81.8,79.4,91.1,80.4,84.2,89.2,89.2,75.9,76.7,69.1,89.6,84.18879556818565
2010:Q3,Black,4.2,4.7,5.5,6.4,1.1,9.8,4.8,1.9,3,7.2,6.1,12.4,3.1,4.764876000488497
2010:Q3,Hispanic,2.4,3.1,4.4,6.5,1,3.7,3.5,2.6,1.6,6.3,6.3,7.8,1.5,3.542246793369948
2010:Q3,Other,6.2,7,8.2,7.7,6.8,6.1,7.5,6.4,6.3,10.6,10.9,10.7,5.8,7.504081637955898
2010:Q4,White,87.4,85.3,81.9,79.3,91.3,80.3,84,89,89.6,75.9,76.7,69.3,90.1,83.98508684580295
2010:Q4,Black,4.1,4.7,5.5,6.5,1.1,9.8,5,1.9,2.9,7.2,6.2,12.3,3,5.007179751591747
2010:Q4,Hispanic,2.3,3,4.4,6.4,1,3.6,3.4,2.6,1.5,6.3,6.2,7.6,1.5,3.407151281859533
2010:Q4,Other,6.2,7,8.3,7.7,6.6,6.2,7.6,6.5,5.9,10.6,10.9,10.8,5.4,7.600582120745776
2011:Q1,White,87.4,85.4,82,79.3,91.4,80.4,84,88.9,89.5,76,76.7,69.5,91,83.97201518159727
2011:Q1,Black,4.1,4.6,5.4,6.6,1.1,9.8,5.1,2,2.9,7.2,6.2,12.4,2.8,5.126257955374487
2011:Q1,Hispanic,2.3,2.9,4.3,6.4,1,3.5,3.3,2.6,1.5,6.2,6.2,7.5,1.5,3.2639481520350753
2011:Q1,Other,6.2,7,8.3,7.8,6.5,6.3,7.6,6.5,6,10.5,10.9,10.6,4.7,7.637778710993162
2011:Q2,White,87.5,85.5,82.1,79.2,91.5,80.4,84.1,89,89.7,76.1,76.7,69.8,91.5,84.07240469418976
2011:Q2,Black,4.1,4.6,5.3,6.7,1.2,9.9,5.1,2.1,2.9,7.3,6.2,12.4,2.6,5.1268993437643395
2011:Q2,Hispanic,2.2,2.9,4.3,6.3,1,3.4,3.1,2.5,1.5,6.1,6.1,7.3,1.4,3.1271536558147033
2011:Q2,Other,6.2,6.9,8.3,7.8,6.3,6.3,7.7,6.4,5.9,10.5,10.9,10.5,4.5,7.673542306231199
2011:Q3,White,87.6,85.6,82.2,79.5,91.5,80.5,84.6,88.9,89.8,76.1,76.8,70,91.5,84.62840650165715
2011:Q3,Black,4.1,4.7,5.2,6.5,1.3,9.9,4.7,2.1,2.8,7.3,6.3,12.4,2.5,4.730440727667829
2011:Q3,Hispanic,2.2,2.9,4.2,6.2,1.1,3.2,3,2.5,1.4,6,6.1,7.2,1.4,2.9770320745942516
2011:Q3,Other,6.2,6.9,8.4,7.8,6.1,6.4,7.7,6.4,5.9,10.5,10.9,10.4,4.6,7.664120696080776
2011:Q4,White,87.7,85.7,82.3,79.5,91.7,80.6,84.6,88.8,89.8,76.1,76.8,70.3,91.3,84.55873990767047
2011:Q4,Black,4.1,4.6,5.1,6.6,1.3,9.9,4.9,2.2,2.8,7.4,6.3,12.4,2.4,4.903070948787324
2011:Q4,Hispanic,2.1,2.8,4.1,6.1,1,3.1,2.8,2.5,1.4,6,6,7,1.3,2.8265528672366416
2011:Q4,Other,6.2,6.9,8.4,7.8,5.9,6.4,7.7,6.5,5.9,10.5,10.9,10.3,5,7.711636276305554
2012:Q1,White,87.7,85.8,82.4,79.4,91.8,80.7,84.3,88.8,89.9,76.4,77,70.6,92,84.32603380016128
2012:Q1,Black,4.1,4.6,5.1,6.7,1.3,9.9,5.2,2.2,2.8,7.3,6.2,12.4,2.2,5.200744142693854
2012:Q1,Hispanic,2,2.7,4.1,6,1,2.9,2.7,2.5,1.4,5.8,5.9,6.8,1.3,2.696230321758711
2012:Q1,Other,6.2,6.9,8.4,7.9,5.9,6.5,7.8,6.5,5.8,10.4,10.9,10.2,4.4,7.776991735386147
2012:Q2,White,87.8,85.9,82.4,79.6,91.9,80.8,84.6,88.7,90,76.6,77.1,71,92.2,84.64954707984589
2012:Q2,Black,4,4.6,5,6.6,1.4,9.9,5.1,2.3,2.8,7.3,6.3,12.3,2.1,5.05481966777895
2012:Q2,Hispanic,2,2.6,4.1,5.9,1,2.8,2.5,2.4,1.4,5.7,5.8,6.6,1.2,2.5254791816763893
2012:Q2,Other,6.2,6.9,8.5,7.9,5.7,6.5,7.8,6.5,5.9,10.4,10.9,10.1,4.4,7.770154070698779
2012:Q3,White,87.9,86,82.4,79.8,92,80.9,84.6,88.5,90.2,76.5,77,71.2,92.6,84.60948169985744
2012:Q3,Black,4,4.5,4.9,6.5,1.4,9.9,5.2,2.4,2.7,7.5,6.4,12.3,2,5.197448670404804
2012:Q3,Hispanic,1.9,2.6,4,5.8,1,2.7,2.4,2.5,1.3,5.7,5.8,6.5,1.2,2.3882222949403538
2012:Q3,Other,6.2,6.9,8.7,7.9,5.5,6.5,7.8,6.6,5.8,10.3,10.9,10,4.2,7.8048473347974
2012:Q4,White,87.8,86,82.4,79.9,92.2,81,84.7,88.4,90.1,76.8,77.3,71.7,92.7,84.72448943436724
2012:Q4,Black,4,4.5,4.9,6.5,1.5,9.9,5.2,2.4,2.7,7.4,6.3,12.2,1.7,5.203805961265251
2012:Q4,Hispanic,1.9,2.5,4,5.7,1,2.5,2.2,2.5,1.3,5.5,5.6,6.2,1.1,2.2397329819980185
2012:Q4,Other,6.3,6.9,8.7,7.9,5.4,6.6,7.8,6.7,5.9,10.3,10.8,9.9,4.5,7.831971622369488
2013:Q1,White,87.8,86,82.2,79.8,92.2,80.9,84.6,88.3,90,76.3,76.6,71.6,93.2,84.57597307387145
2013:Q1,Black,4,4.5,4.9,6.6,1.5,9.9,5.4,2.5,2.7,7.7,6.7,12.2,1.6,5.42708594312488
2013:Q1,Hispanic,1.9,2.5,4.1,5.6,0.9,2.4,2.1,2.5,1.3,5.7,5.8,6.3,1.1,2.1249011044943824
2013:Q1,Other,6.4,7,8.8,7.9,5.4,6.7,7.9,6.8,6.1,10.3,10.9,9.8,4.1,7.87203987850929
2013:Q2,White,87.6,85.9,82,79.9,92.3,80.7,84.7,88,89.8,76.4,76.6,72,93.5,84.66931906528377
2013:Q2,Black,4,4.6,4.9,6.6,1.5,9.9,5.4,2.5,2.8,7.7,6.8,12.1,1.5,5.444684010609407
2013:Q2,Hispanic,1.9,2.5,4.1,5.6,0.9,2.4,2,2.5,1.3,5.6,5.8,6.2,1.1,1.9830922547989551
2013:Q2,Other,6.5,7.1,9,7.9,5.2,7,7.9,6.9,6.2,10.3,10.9,9.7,3.9,7.9029046693078575
2013:Q3,White,87.5,85.8,81.9,80.1,92.4,80.5,84.5,87.7,89.7,76.3,76.4,72.1,93.9,84.51118231135382
2013:Q3,Black,4,4.6,4.8,6.4,1.5,9.9,5.7,2.6,2.8,7.8,6.9,12.2,1.3,5.655906730520137
2013:Q3,Hispanic,1.9,2.4,4.1,5.5,0.9,2.3,1.9,2.6,1.3,5.6,5.8,6.1,1,1.8810540689110384
2013:Q3,Other,6.7,7.2,9.1,7.9,5.2,7.3,8,7.1,6.3,10.3,10.9,9.7,3.8,7.951856889215001
2013:Q4,White,87.2,85.6,81.7,80,92.4,80.1,83.9,87.9,89.3,76.3,76.3,71.6,93.8,83.94293658838102
2013:Q4,Black,4.1,4.6,4.9,6.5,1.5,9.8,5.9,2.6,2.9,7.9,6.9,12.3,1.7,5.862274831206118
2013:Q4,Hispanic,2,2.5,4.2,5.6,1,2.5,2.1,2.5,1.4,5.6,5.8,6.2,1.4,2.1369369972993235
2013:Q4,Other,6.7,7.2,9.2,7.9,5.1,7.5,8.1,7,6.4,10.2,10.9,9.8,3.1,8.05785158311354
2014:Q1,White,87.1,85.5,81.6,79.8,92.3,79.8,83.6,88.2,88.9,76.1,76.3,71,93.3,83.61161788365973
2014:Q1,Black,4.1,4.6,5,6.7,1.5,9.8,5.9,2.5,3.1,7.9,6.9,12.6,1.7,5.876192438298135
2014:Q1,Hispanic,2.1,2.6,4.3,5.6,1.1,2.7,2.4,2.4,1.6,5.7,5.8,6.4,1.5,2.350600764944092
2014:Q1,Other,6.8,7.3,9.2,7.9,5.1,7.7,8.2,6.8,6.5,10.3,11,9.9,3.5,8.161588913098042
2014:Q2,White,86.9,85.3,81.4,79.6,92.3,79.4,83.2,88.4,88.5,76,76.3,70.6,92.5,83.19740517931787
2014:Q2,Black,4.1,4.7,5,6.8,1.4,9.9,6,2.5,3.2,7.9,6.8,12.8,1.8,5.966466360353517
2014:Q2,Hispanic,2.2,2.7,4.4,5.6,1.1,2.8,2.6,2.4,1.7,5.7,5.8,6.5,1.6,2.567767688204636
2014:Q2,Other,6.8,7.3,9.2,7.9,5.2,7.8,8.3,6.8,6.6,10.4,11,10.1,4.1,8.268360772123984
2014:Q3,White,86.7,85.1,81.2,79.4,92.3,79.1,83,88.4,88.1,75.5,76.2,70,90.8,82.96177620921169
