Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities,share
1994:Q2,Next9,34.5,32.1,27.4,20.2,33.8,41.2,41.3,31.2,32.4,17.3,19.4,8.1,24.8,41.33548524488961
1994:Q2,Next40,36.3,37.3,47,41.8,16.7,52.5,41.9,17.3,31.6,43.3,46.2,37.2,28.1,41.88785972535611
1994:Q2,Bottom50,4,8.3,14.9,23.4,1.6,3.6,6.8,1.7,5.5,35.1,30.2,53.2,27.7,6.7779232059494205
1994:Q3,TopPt1,10.4,9,3.1,7.2,18,0.3,1,22,15,0.6,0.4,0.1,5.2,0.9987689901374386
1994:Q3,RemainingTop1,15,13.5,7.5,7.3,30.4,2.2,9.1,28.5,16.3,3.8,3.8,1.2,14.3,9.098755955915365
1994:Q3,Next9,34.3,31.8,27,20.2,33.6,41.6,41,30.7,31.9,16.9,19.2,8,23,41.034801372938055
1994:Q3,Next40,36.3,37.2,47.2,41.7,16.4,52.5,41.9,17.2,31.3,42.9,45.8,37.2,27.8,41.912786571854774
1994:Q3,Bottom50,4,8.5,15.3,23.6,1.6,3.6,7,1.7,5.5,35.7,30.7,53.5,29.7,6.9548871091543685
1994:Q4,TopPt1,10.7,9.3,3,7.3,18,0.2,1,22.3,16,0.6,0.4,0.1,5.1,0.9892295178199022
1994:Q4,RemainingTop1,15.1,13.5,7.4,7.3,30.8,2,9.3,28.9,16.4,3.7,3.9,1.1,13.1,9.26531050475038
1994:Q4,Next9,34.1,31.6,26.8,20.1,33.4,41.9,40.8,30.2,31.3,16.7,19.1,7.8,22.8,40.75412047675343
1994:Q4,Next40,36.2,37.1,47.3,41.5,16.3,52.4,41.8,16.9,30.9,42.6,45.4,37.3,28.2,41.81033728216003
1994:Q4,Bottom50,3.9,8.5,15.5,23.8,1.6,3.5,7.2,1.7,5.4,36.3,31.2,53.6,30.8,7.181002218516267
1995:Q1,TopPt1,10.9,9.4,2.9,7.6,18.3,0.2,1,22.7,16.4,0.6,0.4,0.1,5.2,1.0245533246758178
1995:Q1,RemainingTop1,15.3,13.7,7.3,7.2,31.2,1.9,9.3,29.3,16.6,3.8,3.9,1.1,13.5,9.297244967121168
1995:Q1,Next9,33.9,31.4,26.7,19.8,33.1,42.2,40.5,29.7,30.8,16.3,18.8,7.7,20.5,40.483283662419424
1995:Q1,Next40,36,36.9,47.3,41.4,15.8,52.3,41.9,16.7,30.7,42.4,45.1,37.1,27.8,41.87861016725829
1995:Q1,Bottom50,3.9,8.6,15.7,24,1.6,3.5,7.3,1.7,5.5,36.9,31.7,54,32.9,7.316307878525303
1995:Q2,TopPt1,11,9.6,2.8,7.3,18.6,0.2,1,22.9,16.7,0.6,0.4,0.1,5.3,1.049645102996559
1995:Q2,RemainingTop1,15.6,13.9,7.2,7.2,31.6,2,9.3,29.7,16.8,3.8,4,1.1,13.3,9.279623261132507
1995:Q2,Next9,33.7,31.2,26.1,20.1,32.9,42.1,40.4,29.1,30.4,15.9,18.4,7.6,19.1,40.389233628055585
1995:Q2,Next40,35.8,36.7,47.6,41.3,15.3,52.3,41.9,16.6,30.5,42.1,44.9,37,27.8,41.88082895759291
1995:Q2,Bottom50,3.9,8.7,16.3,24.1,1.6,3.4,7.4,1.7,5.6,37.6,32.3,54.3,34.6,7.40066905022244
1995:Q3,TopPt1,11.4,9.8,2.7,7.2,19,0.1,1.1,23.3,17.4,0.6,0.5,0.1,5.2,1.089241933157739
1995:Q3,RemainingTop1,15.9,14.1,7,7.2,32,2.2,9.3,30.1,16.9,3.7,4,1,12.1,9.278974974002415
1995:Q3,Next9,33.4,30.9,25.7,20.2,32.7,42,40.2,28.6,29.8,15.7,18.2,7.5,19.2,40.166182137444366
1995:Q3,Next40,35.5,36.4,47.8,41.1,14.8,52.4,42,16.4,30.3,41.8,44.5,37,28.3,41.96984533017567
1995:Q3,Bottom50,3.8,8.7,16.8,24.2,1.5,3.4,7.5,1.7,5.6,38.1,32.8,54.5,35.3,7.495755625219809
1995:Q4,TopPt1,11.5,9.9,2.8,7.1,19.2,0.2,1.1,23.1,17.3,0.7,0.5,0.1,5.9,1.1352198149229398
1995:Q4,RemainingTop1,16,14.2,7,7.2,31.3,2.2,9.5,29.6,17.1,3.8,4,0.9,13.2,9.461398776638976
1995:Q4,Next9,33.6,31,25.8,20.4,32.9,42.1,39.6,29,29.7,15.6,18.1,7.7,19.1,39.61776907295414
1995:Q4,Next40,35.3,36.3,47.7,41.3,15,52.2,42.4,16.5,30.4,42.1,45,37.1,28,42.35482144587618
1995:Q4,Bottom50,3.7,8.6,16.7,24.1,1.6,3.4,7.4,1.7,5.6,37.8,32.4,54.2,33.8,7.430790889607762
1996:Q1,TopPt1,11.4,9.9,2.8,7.1,19.4,0.2,1.2,22.8,17,0.7,0.5,0.1,6.4,1.178411479153964
1996:Q1,RemainingTop1,16,14.2,7.2,7.1,30.6,2.3,9.6,29.3,17.2,3.8,4,1,11.9,9.634310066056056
1996:Q1,Next9,33.7,31.2,26,20.4,33.2,42.2,39.1,29.4,29.8,15.9,18,7.9,22.8,39.091543678639304
1996:Q1,Next40,35.3,36.3,47.7,41.5,15.3,52,42.7,16.7,30.5,42.3,45.4,36.8,27.9,42.73031071994618
1996:Q1,Bottom50,3.7,8.5,16.4,24,1.6,3.4,7.4,1.8,5.5,37.3,32,54.2,31.1,7.365424056204488
1996:Q2,TopPt1,11.3,9.8,2.8,6.7,19.5,0.2,1.2,22.3,17,0.8,0.5,0.2,7,1.209494869908822
1996:Q2,RemainingTop1,15.9,14.2,7.2,7.1,30,2.4,9.8,29,17.1,3.8,4,1,12.5,9.832988511130274
1996:Q2,Next9,33.7,31.2,25.9,20.7,33.3,42.2,38.6,29.7,29.8,16.1,18.2,8.1,23.2,38.58418115516816
1996:Q2,Next40,35.3,36.3,47.7,41.7,15.5,51.8,43.1,17,30.7,42.5,45.7,36.7,27.7,43.05571243205717
1996:Q2,Bottom50,3.7,8.4,16.4,23.8,1.6,3.4,7.3,1.9,5.5,36.8,31.5,54,29.5,7.317623031735581
1996:Q3,TopPt1,11.2,9.7,2.8,6.5,19.5,0.2,1.2,22,16.7,0.9,0.5,0.2,7.7,1.248028805132031
1996:Q3,RemainingTop1,15.8,14,7.3,7.1,29.4,2.5,10,28.7,17,3.8,4,1,13.2,10.019522088550763
1996:Q3,Next9,33.9,31.3,26,20.9,33.5,42.3,38,30.1,29.9,16.3,18.5,8.3,23.8,38.03979468302293
1996:Q3,Next40,35.5,36.5,47.7,41.8,16,51.6,43.4,17.3,30.8,42.7,46,36.7,27.3,43.42342382588263
1996:Q3,Bottom50,3.7,8.4,16.3,23.6,1.7,3.4,7.3,1.9,5.5,36.4,30.9,53.8,28,7.2692305974116485
1996:Q4,TopPt1,11.3,9.8,2.8,6.7,19.7,0.2,1.4,22.1,16.8,0.9,0.5,0.2,8.2,1.3699490093936628
1996:Q4,RemainingTop1,15.8,14,7.4,7,28.9,2.5,10.2,28.1,17,3.8,4,0.9,13.3,10.152348207845444
1996:Q4,Next9,34,31.5,26.3,20.8,33.7,42.4,37,30.6,30,16.4,18.5,8.5,25.5,36.98084890109319
