Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities,share
1996:Q4,age40to54,35.3,36.6,37.1,35.5,34.2,38.9,52.9,39.6,28.9,44.3,47.1,37.8,39.5,52.932966816416425
1996:Q4,ageunder40,10.1,13.8,18.9,27,7.6,9.7,18.5,11.7,10.1,35.8,34.4,45.7,9.1,18.476842832590403
1997:Q1,age70plus,20.1,17.7,17.9,12.5,21.1,14.2,1.3,14.9,27,3.2,2.5,2.3,14.4,1.27274832623664
1997:Q1,age55to69,34.3,31.8,26.5,25.1,37.1,37.4,27.2,33.3,33.5,16.9,16.2,14.2,35.8,27.173255060231583
1997:Q1,age40to54,35.2,36.5,37,35.6,34.1,38.7,52.9,39.5,28.8,44.4,47.1,38,40.1,52.892076002269725
1997:Q1,ageunder40,10.4,14,18.7,26.8,7.7,9.6,18.7,12.2,10.6,35.5,34.2,45.5,9.6,18.661920611262047
1997:Q2,age70plus,20,17.6,17.8,12.3,21.2,14.4,1.5,14.6,26.9,3.3,2.6,2.3,15.2,1.542409503302991
1997:Q2,age55to69,34.5,32,26.6,25.4,37.3,37.5,27.5,33.3,33.6,17.1,16.4,14.6,34.8,27.497855261601767
1997:Q2,age40to54,35.2,36.5,37,36,33.9,38.5,52.6,39.4,28.8,44.4,47,37.8,40.3,52.568298419933214
1997:Q2,ageunder40,10.3,13.8,18.6,26.3,7.7,9.6,18.4,12.7,10.7,35.2,33.9,45.2,9.7,18.39143681516203
1997:Q3,age70plus,19.8,17.5,17.7,12.1,21.2,14.6,1.7,14.3,26.8,3.5,2.7,2.3,17.1,1.7059258402794566
1997:Q3,age55to69,34.6,32.2,26.7,25.7,37.4,37.5,27.7,33.3,33.7,17.4,16.7,15,35,27.726751947191946
1997:Q3,age40to54,35.2,36.5,37,36.3,33.7,38.3,52.4,39.2,28.8,44.2,46.9,37.7,39.6,52.350540098314355
