Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2019:Q1,White,87285013,98033039,22368845,4361462,23655797,12906822,7942882,10130987,16666244,10748026,7425516,2585298,737212
2019:Q1,Black,4608146,5933018,1598980,401272,314570,1778233,756633,246674,836656,1324873,724423,584487,15963
2019:Q1,Hispanic,2764524,3792503,1484234,362554,185651,700342,382561,244400,432762,1027979,696785,307917,23277
2019:Q1,Other,9419105,11376975,3459566,462640,2225593,1277282,967604,1077908,1906382,1957869,1383881,516787,57201
2019:Q2,White,88960639,99827713,22638926,4413498,24402112,13074595,8159608,10362692,16776282,10867074,7478620,2629245,759209
2019:Q2,Black,4623140,5950812,1595833,398847,317345,1782691,789644,248119,818332,1327672,726555,584900,16217
2019:Q2,Hispanic,2721857,3751891,1487272,362293,162229,697592,383238,251121,408147,1030034,699258,306955,23821
2019:Q2,Other,9760639,11755891,3551321,469391,2383738,1262049,997334,1145382,1946677,1995252,1411804,530991,52457
2019:Q3,White,89496266,100487328,22870288,4476226,24192440,13243790,8232526,10433871,17038187,10991062,7544856,2682204,764002
2019:Q3,Black,4560763,5887326,1572835,383399,309067,1781693,796541,243521,800271,1326563,724047,587866,14650
2019:Q3,Hispanic,2630101,3657277,1456561,362756,134386,692576,376421,247529,387048,1027176,697909,306729,22538
2019:Q3,Other,9965931,11999386,3652661,469569,2453931,1244813,1008059,1182265,1988088,2033454,1439524,547337,46593
2019:Q4,White,92365851,103456040,23098131,4507942,26012736,13370745,8569172,10523337,17373977,11090189,7590432,2725086,774671
2019:Q4,Black,4660489,5991169,1585089,380380,326324,1789359,844860,244994,820163,1330680,722486,592844,15350
2019:Q4,Hispanic,2721172,3766144,1487853,370085,143198,706456,394423,254637,409491,1044972,707998,313458,23516
2019:Q4,Other,10347182,12410414,3721744,473006,2640275,1274555,1056240,1205068,2039526,2063232,1455256,560803,47173
2020:Q1,White,87133918,98273862,23568028,4545488,20143452,13372643,7634151,10688918,18321182,11139944,7631417,2694213,814314
2020:Q1,Black,4529356,5863544,1635582,382172,265320,1790196,697069,250401,842805,1334187,723491,590890,19806
2020:Q1,Hispanic,2725241,3770391,1531568,372923,118541,703831,352917,263276,427335,1045150,707065,311023,27062
2020:Q1,Other,9825956,11882447,3795891,473390,2077524,1270117,931367,1232328,2101830,2056492,1455491,551709,49292
2020:Q2,White,93685860,104818594,24055388,4560311,24496242,13463496,8497700,10759432,18986025,11132734,7679810,2661610,791314
2020:Q2,Black,4815142,6141401,1686090,380773,308901,1792692,833190,252024,887730,1326259,725918,582386,17955
2020:Q2,Hispanic,2877740,3919816,1584036,373457,135587,704885,387995,268370,465485,1042076,709583,307031,25462
2020:Q2,Other,10592597,12655881,3902016,475065,2494993,1300717,1047834,1255551,2179705,2063283,1468244,546296,48743
2020:Q3,White,97056058,108390916,24586730,4710628,26781924,13539157,8919689,11015454,18837333,11334858,7802079,2692628,840151
2020:Q3,Black,4980748,6315685,1734728,395925,329924,1791047,897309,258866,907886,1334937,729508,587024,18405
2020:Q3,Hispanic,2996181,4049059,1640041,388870,144138,706761,405287,283449,480513,1052878,717292,310007,25579
2020:Q3,Other,11027850,13108389,3992833,488747,2703122,1315624,1101770,1304665,2201629,2080539,1484276,553012,43251
2020:Q4,White,103883610,115437140,25255103,4823037,31233594,13691635,9596081,11349315,19488375,11553529,7913920,2720014,919595
2020:Q4,Black,5291480,6631247,1806199,407728,374401,1810987,1006168,269510,956254,1339767,726215,592262,21290
2020:Q4,Hispanic,3210270,4275080,1726843,404305,162711,720663,437126,305179,518252,1064810,724132,312567,28111
2020:Q4,Other,11830375,13927016,4116456,499351,3118745,1344514,1187131,1369133,2291686,2096641,1498106,560010,38525
2021:Q1,White,107843315,119544141,26166519,4920529,33454833,13766319,9815901,11686419,19733622,11700826,8019857,2704260,976709
2021:Q1,Black,5584686,6940348,1926412,427365,401605,1843167,1050190,283106,1008503,1355661,733523,598890,23248
2021:Q1,Hispanic,3394599,4459526,1831391,413615,171413,724241,445425,322494,550947,1064927,725498,310228,29201
2021:Q1,Other,12281561,14376225,4253133,509335,3312121,1345051,1206496,1423011,2327078,2094664,1506015,553814,34835
2021:Q2,White,112692598,124625629,27357729,5174860,35978218,13853595,10262450,12218748,19780029,11933031,8174375,2759786,998870
2021:Q2,Black,5907934,7296443,2074988,466809,429600,1866972,1130952,302331,1024792,1388509,751958,612817,23734
2021:Q2,Hispanic,3640932,4732314,1989576,443409,182226,733607,467304,356081,560111,1091381,744771,316952,29658
2021:Q2,Other,12957175,15099766,4481149,540990,3562748,1366223,1268479,1533389,2346788,2142591,1539713,569709,33169
2021:Q3,White,114831714,126977557,28510063,5361049,36164381,13898484,10241481,12880014,19922085,12145844,8314864,2803530,1027450
2021:Q3,Black,6063530,7487990,2204147,490982,431421,1872290,1126399,324081,1038671,1424460,777300,621728,25432
2021:Q3,Hispanic,3837513,4966094,2137253,465717,183933,739700,469130,398397,571965,1128582,771571,325716,31295
2021:Q3,Other,13470070,15676563,4740250,567410,3621392,1388456,1281273,1683674,2394109,2206493,1586861,586445,33187
2021:Q4,White,118177208,130561856,28981052,5532593,37864298,14008809,10599651,13329216,20246238,12384648,8467409,2860813,1056426
2021:Q4,Black,6231283,7698357,2256257,512023,449068,1889254,1185654,339174,1066927,1467074,805775,631506,29793
2021:Q4,Hispanic,3984995,5160612,2209318,488981,192431,753050,488419,429532,598881,1175617,804256,335973,35388
2021:Q4,Other,13948866,16215592,4850855,588020,3800178,1413044,1330394,1781212,2451889,2266726,1627135,602515,37076
2022:Q1,White,119479293,131948721,31399437,5706869,36353056,14048920,10128694,13696667,20615079,12469429,8528895,2875846,1064688
2022:Q1,Black,6472042,7979373,2544187,539076,437081,1906215,1109140,353152,1090522,1507332,837902,638162,31268
2022:Q1,Hispanic,4294721,5503698,2512681,509644,187698,758415,469266,452983,613010,1208977,829484,342983,36510
2022:Q1,Other,14302023,16594736,5290619,608467,3662557,1416585,1268111,1854195,2494203,2292713,1648588,605631,38494
2022:Q2,White,114346901,127023840,32935355,5806145,30247584,14038400,9148942,14205935,20641479,12676939,8701369,2951644,1023926
2022:Q2,Black,6429342,7983231,2730183,548558,377914,1916353,949364,372422,1088437,1553889,867002,655198,31689
2022:Q2,Hispanic,4425234,5670328,2697387,522863,164617,760792,428374,486863,609432,1245095,855753,352356,36986
2022:Q2,Other,13948712,16300026,5584074,616062,3089172,1413309,1142488,1959459,2495463,2351315,1683327,624213,43775
2022:Q3,White,111762626,124632854,31984314,5908870,28579389,14116271,8793437,14356773,20893800,12870228,8841776,3007858,1020594
2022:Q3,Black,6235277,7814522,2620034,559394,360937,1927749,890353,377843,1078213,1579246,879093,667550,32603
2022:Q3,Hispanic,4308877,5583023,2594404,538512,159108,770741,415302,500637,604320,1274146,875277,360921,37948
2022:Q3,Other,13749065,16163781,5471089,631767,2960378,1443746,1105361,2011545,2539896,2414716,1724161,644746,45809
2022:Q4,White,113200268,126164167,31301750,5928093,30075627,14231870,9107371,14190196,21329260,12963900,8937202,3069783,956915
2022:Q4,Black,6206666,7803152,2541225,563261,376298,1942571,941061,371951,1066785,1596485,885388,678556,32541
2022:Q4,Hispanic,4239646,5533362,2524765,543119,166024,780912,430687,491857,595998,1293716,887554,367913,38249
2022:Q4,Other,13990247,16477992,5418277,643780,3147962,1486419,1160737,2003726,2617092,2487745,1764471,669497,53777
2023:Q1,White,115653183,128615497,30803337,5968617,31873798,14301807,9472312,14173172,22022454,12962314,8972520,3055571,934223
2023:Q1,Black,6247772,7824883,2483470,567130,395111,1953405,1002643,371512,1051611,1577111,871075,677788,28248
2023:Q1,Hispanic,4238179,5523993,2476977,551722,174634,790638,450660,493901,585461,1285814,884051,366536,35227
2023:Q1,Other,14445441,16966876,5414357,657872,3377042,1522933,1230233,2031455,2732984,2521435,1792021,677518,51896
