Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2005:Q4,Bottom50,1575102,5413911,3167417,947227,103795,227714,264115,129758,573885,3838809,2580422,1194596,63791
2006:Q1,TopPt1,6774462,6844033,678009,249970,2480784,91693,68660,1773363,1501554,69571,40639,5845,23087
2006:Q1,RemainingTop1,10337434,10869432,2398708,333997,3224125,324925,490265,2078019,2019393,531997,382233,36866,112898
2006:Q1,Next9,22723548,24836082,6650983,867751,4195246,4572063,2065738,2578371,3905930,2112534,1760868,197527,154139
2006:Q1,Next40,20263520,25601123,10477535,1736425,1762565,4534640,2142541,1276939,3670479,5337603,4350312,893333,93958
2006:Q1,Bottom50,1530626,5512679,3196282,972713,115616,231277,273386,136932,586474,3982053,2705490,1204013,72550
2006:Q2,TopPt1,6767767,6839943,679350,238532,2414057,101615,69676,1828190,1508523,72176,40976,5492,25708
2006:Q2,RemainingTop1,10270353,10801541,2413503,343598,3095693,346294,503371,2086018,2013064,531188,384930,37892,108366
2006:Q2,Next9,22851391,25054404,6775012,882551,4090431,4620363,2056908,2681770,3947369,2203013,1841779,198551,162683
2006:Q2,Next40,20316185,25741226,10595681,1751739,1713360,4564122,2120979,1271802,3723543,5425041,4430303,893506,101232
2006:Q2,Bottom50,1515949,5658775,3301452,992922,113962,234718,274102,144584,597035,4142826,2848661,1214170,79995
2006:Q3,TopPt1,6952970,7026916,677864,224002,2522606,111633,73829,1894530,1522451,73946,40881,5281,27784
2006:Q3,RemainingTop1,10459978,10986572,2416286,353836,3193734,368261,528338,2099388,2026729,526594,385506,38394,102694
2006:Q3,Next9,23319449,25594589,6863255,900217,4234672,4678341,2112842,2797114,4008148,2275141,1902797,202470,169874
2006:Q3,Next40,20498148,26003945,10675016,1767431,1737187,4602782,2172629,1267751,3781148,5505796,4486275,912326,107195
2006:Q3,Bottom50,1505409,5816488,3402363,1012961,118422,238246,283306,152511,608678,4311078,2971202,1252970,86906
2006:Q4,TopPt1,7217446,7295819,674916,220719,2762656,121714,79658,1952631,1483525,78373,40585,5188,32600
2006:Q4,RemainingTop1,10785647,11303172,2406424,361426,3459752,390605,559512,2109011,2016441,517524,383650,39026,94848
2006:Q4,Next9,23915402,26267615,6930191,905384,4562925,4741810,2198350,2903810,4025145,2352213,1953263,206070,192880
2006:Q4,Next40,20689069,26250258,10665385,1778483,1811893,4646585,2260327,1262794,3824791,5561189,4506569,927417,127203
2006:Q4,Bottom50,1504736,5939748,3457005,1032496,127395,241807,296908,160210,623927,4435012,3056185,1279015,99812
2007:Q1,TopPt1,7498178,7575857,666647,229376,2938761,131769,82792,1968883,1557629,77679,40924,4953,31802
2007:Q1,RemainingTop1,11029826,11539744,2365550,367578,3641536,412588,580524,2099348,2072620,509918,383369,39473,87076
2007:Q1,Next9,24365323,26794835,6926774,900337,4798383,4795329,2228654,2966494,4178864,2429513,2033746,204079,191688
2007:Q1,Next40,20730179,26306144,10494276,1790941,1857325,4680596,2285579,1253531,3943895,5575965,4537605,914080,124280
2007:Q1,Bottom50,1469061,5995970,3447395,1056330,134102,245216,303257,166786,642883,4526909,3146802,1277587,102520
2007:Q2,TopPt1,7654499,7733975,659081,229187,3051409,141127,88808,1989416,1574947,79476,40861,4832,33783
2007:Q2,RemainingTop1,11129072,11623710,2332488,375363,3740314,432135,612517,2091568,2039325,494638,382526,40257,71855
2007:Q2,Next9,24663366,27188654,6932540,903546,4943462,4850294,2322987,3033107,4202717,2525288,2097055,207364,220869
2007:Q2,Next40,20758866,26401288,10381146,1804226,1875993,4738457,2378843,1244497,3978127,5642422,4570404,926577,145441
2007:Q2,Bottom50,1422549,6080699,3468947,1078993,138621,247733,317225,173412,655769,4658150,3246447,1297937,113766
2007:Q3,TopPt1,7884504,7965788,648884,222627,3105350,150409,92378,1991733,1754408,81284,40432,4713,36139
2007:Q3,RemainingTop1,11278812,11776307,2289725,383364,3762664,451372,635241,2075228,2178713,497495,380953,40573,75969
2007:Q3,Next9,25063974,27618246,6904380,910460,5005664,4899688,2364853,3079861,4453340,2554272,2144891,212398,196983
2007:Q3,Next40,20844821,26529342,10246809,1813513,1871082,4790867,2414704,1233383,4158984,5684522,4601665,952299,130558
2007:Q3,Bottom50,1351981,6165673,3495774,1097394,141138,250138,324652,179478,677099,4813692,3351506,1345569,116617
2007:Q4,TopPt1,7785423,7871504,656650,234233,2923452,139113,85967,1955170,1876919,86081,43093,5509,37479
2007:Q4,RemainingTop1,11135204,11635126,2260212,375960,3548703,462936,630425,2068875,2288015,499922,382001,43101,74820
2007:Q4,Next9,24951325,27538284,6852224,917624,4783160,4934320,2361645,3034896,4654415,2586959,2169858,214841,202260
2007:Q4,Next40,20675508,26400583,10065281,1837852,1796179,4875003,2360848,1240099,4225322,5725075,4617012,969907,138156
2007:Q4,Bottom50,1196490,6106939,3437124,1108273,132711,244755,319962,179946,684168,4910450,3413020,1376119,121311
2008:Q1,TopPt1,7466836,7558368,653350,233886,2661093,127784,75508,1782278,2024469,91532,45588,6100,39844
2008:Q1,RemainingTop1,10798330,11295257,2184201,370737,3231041,474024,608594,1996188,2430472,496928,382126,45347,69455
2008:Q1,Next9,24370110,26992733,6662871,936442,4443016,4959270,2262394,2843760,4884979,2622622,2186938,211452,224232
2008:Q1,Next40,20238547,25975385,9735723,1863896,1687969,4949658,2207682,1230048,4300410,5736838,4620057,958398,158383
2008:Q1,Bottom50,1039641,6012423,3363671,1117523,121520,239222,303684,176378,690426,4972782,3461890,1380711,130181
2008:Q2,TopPt1,7237669,7330234,650377,223801,2538549,116540,70811,1722751,2007405,92565,48923,7273,36369
2008:Q2,RemainingTop1,10567370,11073455,2114590,365171,3091666,485606,608637,1975833,2431953,506086,381212,47601,77273
2008:Q2,Next9,23988327,26630173,6480352,959812,4296491,4995318,2269841,2772245,4856115,2641847,2239959,211862,190026
2008:Q2,Next40,19975256,25649015,9458513,1881197,1632630,5034909,2180472,1231283,4230011,5673760,4576123,964566,133071
2008:Q2,Bottom50,996936,5943980,3319941,1117827,115114,233808,302605,175828,678857,4947043,3436654,1389152,121237
2008:Q3,TopPt1,6791562,6893203,650584,228863,2165967,105273,59716,1612578,2070222,101641,50115,7774,43752
2008:Q3,RemainingTop1,10102247,10595830,2054097,357289,2631700,496726,581215,1928860,2545943,493583,377707,49810,66066
2008:Q3,Next9,23256249,25906781,6337222,969625,3784700,5021688,2153395,2645140,4995011,2650532,2197202,210506,242824
2008:Q3,Next40,19461490,25160380,9171075,1898839,1472361,5110689,2008556,1224515,4274345,5698890,4553304,964623,180963
2008:Q3,Bottom50,804376,5834237,3244798,1122154,100024,228270,282754,173555,682682,5029861,3475550,1411100,143211
2008:Q4,TopPt1,6158065,6258097,652663,238737,1635890,93942,44948,1474557,2117360,100032,51506,8421,40105
2008:Q4,RemainingTop1,9482194,10013608,2000549,344970,1971666,507096,531818,1865131,2792378,531414,373308,52276,105830
2008:Q4,Next9,22324337,24821161,6218258,966917,3018467,5031866,1917385,2486082,5182185,2496824,2161884,208578,126362
2008:Q4,Next40,18917272,24482841,8893001,1899682,1228491,5170757,1729492,1211453,4349966,5565569,4507788,958934,98847
2008:Q4,Bottom50,669245,5689814,3160548,1114952,78955,222535,249515,170098,693212,5020570,3482774,1415580,122216
2009:Q1,TopPt1,5815468,5914477,653654,242548,1420060,82529,38320,1333068,2144298,99009,52945,8599,37465
2009:Q1,RemainingTop1,9132402,9667702,1945263,333446,1711542,516653,518620,1796130,2846048,535301,370690,54396,110215
2009:Q1,Next9,21760077,24195838,6087969,969486,2705793,5024258,1875845,2321052,5211436,2435761,2129749,200677,105335
2009:Q1,Next40,18536756,24036305,8626578,1899995,1116678,5213638,1650008,1194744,4334664,5499550,4494017,922381,83152
2009:Q1,Bottom50,533993,5572738,3090308,1105806,69088,216585,239866,166134,684951,5038745,3529626,1392089,117030
2009:Q2,TopPt1,5790911,5894915,654662,237615,1764788,71329,41266,1124680,2000575,104005,55245,9351,39409
2009:Q2,RemainingTop1,9391299,9924676,1894477,324378,2163861,527632,555351,1685485,2773492,533377,368439,56907,108031
2009:Q2,Next9,22033095,24481917,5960208,982433,3257582,5046972,2075806,2078104,5080812,2448822,2138823,197226,112773
2009:Q2,Next40,18617324,24074275,8405498,1905295,1275609,5285734,1815167,1161730,4225242,5456952,4456256,907075,93621
2009:Q2,Bottom50,503751,5533777,3048155,1098253,79866,211041,261757,159187,675518,5030026,3528051,1378314,123661
2009:Q3,TopPt1,6144060,6252467,658004,229238,2120694,60180,44699,1070879,2068773,108406,56701,9901,41804
2009:Q3,RemainingTop1,9844304,10373680,1856059,314682,2635236,538808,593804,1657727,2777364,529376,364560,58820,105996
2009:Q3,Next9,22768251,25193140,5862461,995954,3814256,5073139,2292199,2007100,5148031,2424890,2106654,195191,123045
2009:Q3,Next40,18864171,24292068,8242811,1905272,1426350,5361192,1995929,1154419,4206095,5427897,4418236,902940,106721
2009:Q3,Bottom50,452451,5519129,3026344,1085765,90305,205574,285278,157633,668230,5066679,3543298,1391860,131521
2009:Q4,TopPt1,6111555,6224437,667469,240527,2183427,48966,43486,1014981,2025581,112882,58908,10688,43286
2009:Q4,RemainingTop1,9923040,10445796,1838454,305444,2730949,549441,609407,1627406,2784695,522755,361879,60866,100010
2009:Q4,Next9,22929063,25372740,5838786,1000267,3930849,5086375,2399736,1933214,5183513,2443677,2112837,192721,138119
2009:Q4,Next40,18905915,24297573,8109391,1922699,1446512,5424316,2061813,1145477,4187365,5391658,4374195,895527,121936
2009:Q4,Bottom50,414184,5481432,2979080,1091082,90430,199975,293887,155842,671136,5067249,3533482,1395216,138551
2010:Q1,TopPt1,6330473,6454690,678051,241567,2323394,38280,42502,1053288,2077608,124217,60819,11360,52038
2010:Q1,RemainingTop1,10157024,10679274,1829449,294582,2926827,563646,626152,1653220,2785398,522249,357047,62665,102537
2010:Q1,Next9,23406700,25859774,5829317,1006729,4161875,5175378,2505442,1968024,5213009,2453074,2105613,185749,161712
2010:Q1,Next40,19149710,24471039,8037726,1925293,1498574,5560503,2130943,1157273,4160728,5321329,4299005,863951,158373
2010:Q1,Bottom50,438249,5456087,2964471,1082533,93084,195420,303351,157968,659260,5017838,3488133,1369331,160374
2010:Q2,TopPt1,6245297,6374143,689250,245395,2088735,26562,34465,1152406,2137331,128847,63186,12346,53315
2010:Q2,RemainingTop1,9900460,10421168,1821834,282156,2637122,571646,607692,1716191,2784527,520708,354302,65119,101287
2010:Q2,Next9,23214539,25690784,5826957,1008674,3836126,5261706,2429652,2073427,5254241,2476245,2123785,183174,169286
2010:Q2,Next40,18997205,24264469,7963432,1923498,1393962,5665517,2015677,1183315,4119068,5267265,4244549,854407,168309
2010:Q2,Bottom50,401782,5388818,2943944,1071085,83324,190813,289176,162729,647747,4987036,3457251,1363406,166379
2010:Q3,TopPt1,6600370,6730446,697917,243424,2372938,15044,36256,1202189,2162679,130077,65033,13204,51840
2010:Q3,RemainingTop1,10356650,10872763,1804965,271530,3020343,581200,639485,1750257,2804983,516113,350636,67077,98400
2010:Q3,Next9,24067605,26533366,5794199,1018049,4283997,5379123,2623121,2122717,5312161,2465762,2115359,182451,167952
2010:Q3,Next40,19346923,24562690,7871217,1925990,1507008,5800821,2165520,1199028,4093106,5215767,4192702,857588,165477
2010:Q3,Bottom50,394920,5385547,2929932,1061289,90678,186667,308422,165500,643059,4990627,3440959,1383407,166261
2010:Q4,TopPt1,6916490,7042439,693667,261060,2613350,16064,43715,1263179,2151404,125949,61539,13794,50616
2010:Q4,RemainingTop1,10762340,11274677,1806938,276957,3309546,558476,658568,1762763,2901429,512337,348506,65643,98188
2010:Q4,Next9,24672260,27132395,5729657,1008417,4608187,5520767,2747110,2182306,5335950,2460135,2082573,194843,182719
2010:Q4,Next40,19635635,24878650,7757726,1923483,1620523,5916021,2326721,1201511,4132664,5243015,4159195,915209,168611
2010:Q4,Bottom50,373237,5342375,2852383,1065524,98360,192033,321590,162463,650023,4969139,3340467,1457322,171350
2011:Q1,TopPt1,7169889,7291178,686032,270030,2828195,16591,50186,1311518,2128626,121289,59168,13595,48526
2011:Q1,RemainingTop1,11042060,11548951,1796871,285544,3564187,532500,670525,1767101,2932223,506892,350807,62807,93278
2011:Q1,Next9,25022189,27527869,5624108,1010432,4889822,5594501,2803292,2227209,5378504,2505679,2107232,193698,204749
2011:Q1,Next40,19807899,25050720,7623742,1928752,1722588,5966110,2444159,1201031,4164338,5242820,4167010,901591,174219
2011:Q1,Bottom50,410311,5309776,2786018,1073481,105158,196542,330253,158765,659559,4899465,3267545,1456618,175302
2011:Q2,TopPt1,7260591,7375625,685880,291699,2826722,17081,53422,1325872,2174949,115034,56299,13613,45122
2011:Q2,RemainingTop1,11084160,11592336,1815035,292467,3537117,506187,667410,1751450,3022670,508177,351914,60932,95331
2011:Q2,Next9,25127726,27634494,5606396,1002341,4857507,5663976,2796619,2233555,5474100,2506768,2105159,197442,204167
2011:Q2,Next40,19929975,25174653,7565475,1936449,1740007,6012226,2485116,1193558,4241822,5244678,4172321,910115,162242
2011:Q2,Bottom50,415362,5261687,2717457,1086093,105050,201055,328238,153655,670138,4846325,3203008,1470975,172342
2011:Q3,TopPt1,6946752,7057575,681168,284919,2363822,17367,48186,1365990,2296122,110823,53580,13612,43631
2011:Q3,RemainingTop1,10522661,11035278,1823065,302899,2914377,478368,626585,1750096,3139887,512617,353409,58258,100950
2011:Q3,Next9,24397341,26908594,5534180,1017017,4156362,5705685,2582945,2268904,5643502,2511254,2110525,201740,198989
2011:Q3,Next40,19692812,24949860,7547578,1938314,1570098,6031644,2310164,1191218,4360844,5257048,4179564,925031,152453
2011:Q3,Bottom50,409553,5226096,2708754,1087479,90132,205251,300347,149415,684717,4816543,3137494,1503534,175515
2011:Q4,TopPt1,7206142,7312432,679212,299686,2539914,17945,55687,1444774,2275214,106290,50637,13604,42049
2011:Q4,RemainingTop1,10804072,11324267,1835117,308697,3116220,452325,642140,1769491,3200277,520195,354771,55934,109490
2011:Q4,Next9,24886555,27386320,5493671,1010289,4383939,5788782,2672326,2347238,5690075,2499765,2105162,207242,187361
2011:Q4,Next40,19967431,25242081,7482480,1935646,1660984,6090908,2456602,1195903,4419558,5274650,4192201,943941,138508
2011:Q4,Bottom50,406638,5203713,2649214,1090380,95763,210056,310829,146392,701080,4797075,3082725,1535504,178846
2012:Q1,TopPt1,7585297,7687484,678366,324534,2910473,18604,65904,1474458,2215145,102187,48410,13618,40159
2012:Q1,RemainingTop1,11276781,11793675,1848524,314481,3567140,426644,667196,1760864,3208827,516894,356436,53041,107417
2012:Q1,Next9,25535541,28079413,5465659,998264,4885796,5883765,2832470,2370289,5643171,2543872,2132894,207185,203793
2012:Q1,Next40,20343911,25605799,7395027,1940478,1828933,6161557,2672531,1190958,4416315,5261888,4186784,934253,140851
2012:Q1,Bottom50,453728,5164791,2567005,1101283,107541,215064,327844,141472,704581,4711063,2992750,1536945,181368
2012:Q2,TopPt1,7621219,7718618,682336,326827,2817494,19015,67507,1528766,2276673,97399,45611,13705,38083
2012:Q2,RemainingTop1,11172250,11692659,1891607,322219,3420842,399044,655319,1764897,3238730,520408,357486,50512,112410
2012:Q2,Next9,25481159,28028754,5494405,1002456,4722445,5944160,2749427,2420396,5695465,2547595,2133496,212336,201763
2012:Q2,Next40,20446266,25717075,7485958,1937032,1810965,6198716,2656767,1190118,4437519,5270809,4189590,950103,131116
2012:Q2,Bottom50,485126,5154953,2569268,1100561,104530,219649,319580,137228,704137,4669826,2923549,1563812,182465
2012:Q3,TopPt1,7975867,8067876,688536,332322,3023101,19563,75127,1627014,2302213,92009,42286,13491,36232
2012:Q3,RemainingTop1,11558085,12078346,1943794,329529,3657445,372135,666994,1791140,3317308,520261,358443,47751,114067
2012:Q3,Next9,26093301,28630215,5549292,1004019,4982690,6023832,2821259,2518400,5730723,2536914,2111963,217843,207108
2012:Q3,Next40,20878420,26181218,7602341,1933982,1912154,6254266,2795586,1196097,4486793,5302798,4206289,969545,126964
2012:Q3,Bottom50,514605,5180342,2572081,1100882,110991,224523,327432,134178,710255,4665737,2878692,1601823,185222
2012:Q4,TopPt1,8105201,8193050,694169,341429,3056105,20035,79589,1705304,2296419,87849,40439,14047,33363
2012:Q4,RemainingTop1,11676042,12202516,1992619,337543,3671825,344432,665563,1805318,3385216,526474,360482,44590,121402
2012:Q4,Next9,26358941,28928284,5597292,1005222,4997080,6092551,2818690,2593538,5823911,2569343,2153471,224819,191053
2012:Q4,Next40,21168719,26468744,7695207,1936789,1944897,6298998,2855443,1197717,4539693,5300025,4198955,994032,107038
2012:Q4,Bottom50,587425,5190852,2562750,1106502,111971,229275,326028,130234,724091,4603427,2783725,1635418,184284
2013:Q1,TopPt1,8547170,8627290,707509,359941,3467084,21516,89477,1774494,2207269,80120,35350,12817,31953
2013:Q1,RemainingTop1,12230235,12752977,2073035,343629,4169895,323541,683137,1813500,3346241,522743,360190,42498,120055
2013:Q1,Next9,27403672,29895794,5736841,997072,5538317,6302617,2927726,2657980,5735241,2492122,2061694,225081,205347
2013:Q1,Next40,21835121,27171687,7881769,1937505,2124385,6479928,3042286,1197051,4508763,5336566,4240938,985694,109934
2013:Q1,Bottom50,597355,5224561,2559379,1112807,124804,235917,338080,125784,727790,4627206,2789914,1647683,189609
2013:Q2,TopPt1,8622895,8698733,719898,365267,3524192,23107,94322,1905659,2066288,75838,32464,12819,30555
2013:Q2,RemainingTop1,12303724,12826515,2154875,350427,4213384,303282,681342,1851521,3271685,522791,362009,39814,120968
2013:Q2,Next9,27744699,30253349,5865917,997418,5583122,6500116,2920563,2788830,5597383,2508649,2062970,231028,214651
2013:Q2,Next40,22228189,27598447,8108972,1931534,2166765,6638896,3104903,1204587,4442789,5370258,4257225,1003016,110017
2013:Q2,Bottom50,653317,5258704,2588381,1110998,126508,242665,336308,122859,730985,4605387,2735254,1673516,196617
2013:Q3,TopPt1,8977371,9047861,731075,361312,3736689,24798,103885,2048109,2041994,70491,29780,12704,28007
2013:Q3,RemainingTop1,12695391,13221532,2235911,359619,4455402,283460,695131,1892876,3299133,526141,365118,36481,124542
2013:Q3,Next9,28561230,31085184,5981548,1007997,5841093,6710589,3014749,2930381,5598827,2523954,2075082,237214,211658
2013:Q3,Next40,22912964,28327256,8359651,1929769,2267814,6809965,3279026,1211974,4469058,5414293,4289738,1026217,98338
2013:Q3,Bottom50,731243,5339371,2640120,1110241,133031,249580,345699,119902,740799,4608128,2696560,1717681,193887
2013:Q4,TopPt1,9262387,9338369,745134,370000,3974218,28388,116829,2108767,1995034,75982,31097,13136,31749
2013:Q4,RemainingTop1,13188826,13699790,2274607,356581,4757917,298420,727740,1982764,3301761,510964,370134,40294,100536
2013:Q4,Next9,29344873,31932338,6094032,1002494,6157705,6913070,3200708,2942919,5621410,2587465,2060027,242953,284485
2013:Q4,Next40,23384203,28913419,8529471,1942366,2340475,6963798,3414873,1229887,4492549,5529216,4315595,1055765,157856
2013:Q4,Bottom50,767807,5384772,2656358,1108132,138296,251009,360483,121153,749340,4616965,2660197,1738320,218448
2014:Q1,TopPt1,9560014,9638529,759937,388036,4196016,31083,124089,2111064,2028303,78514,32732,13399,32383
2014:Q1,RemainingTop1,13636846,14152375,2312709,351459,5040002,306909,741457,2042128,3357712,515529,374735,43662,97132
2014:Q1,Next9,29970192,32565698,6214958,987256,6452844,6986759,3269408,2894276,5760197,2595507,2055643,243148,296716
2014:Q1,Next40,23693014,29247909,8668417,1952102,2407621,6992634,3420159,1239520,4567455,5554895,4326824,1059122,168949
2014:Q1,Bottom50,823308,5386568,2646305,1106155,143088,250675,361543,120836,757966,4563260,2604482,1737511,221267
2014:Q2,TopPt1,9909207,9990597,775507,397073,4449507,33838,133425,2179425,2021822,81390,34592,14059,32739
2014:Q2,RemainingTop1,14127143,14651389,2358293,349579,5362508,315741,762304,2133669,3369295,524246,380109,47203,96934
2014:Q2,Next9,30675447,33286662,6345704,984027,6791470,7066411,3379657,2917867,5801526,2611214,2061688,249693,299833
2014:Q2,Next40,24070938,29683523,8865111,1970219,2486662,7026802,3474167,1258623,4601938,5612585,4345576,1092411,174598
2014:Q2,Bottom50,887981,5428602,2667736,1108463,148857,250377,367847,122349,762973,4540620,2555395,1760654,224571
2014:Q3,TopPt1,9969863,10050807,791818,412641,4366599,36519,137612,2270654,2034964,80944,36415,14536,29993
2014:Q3,RemainingTop1,14179875,14730987,2404572,347099,5253491,323956,766050,2236386,3399433,551112,385991,50248,114873
2014:Q3,Next9,30939269,33504429,6485092,975929,6669577,7133116,3381997,2967003,5891715,2565159,2067438,255460,242261
2014:Q3,Next40,24234133,29867325,9045254,1990316,2442649,7048039,3412788,1281326,4646953,5633192,4373732,1126187,133273
2014:Q3,Bottom50,910735,5434841,2672246,1113860,144407,249866,362135,124523,767805,4524106,2517517,1796551,210038
2014:Q4,TopPt1,10254405,10337224,805741,431062,4536305,39281,145336,2359806,2019693,82819,38107,15049,29663
2014:Q4,RemainingTop1,14551842,15115806,2438325,343155,5468097,332681,781988,2337624,3413935,563963,391863,53887,118213
2014:Q4,Next9,31521942,34084420,6595286,962971,6894163,7209297,3465403,3014823,5942477,2562478,2067915,261797,232766
2014:Q4,Next40,24469159,30162529,9166861,2005707,2492104,7078096,3436504,1303955,4679302,5693370,4404897,1158600,129873
2014:Q4,Bottom50,919246,5433791,2655370,1116430,147689,249447,365113,126668,773073,4514545,2484476,1820207,209862
2015:Q1,TopPt1,10546504,10630965,820846,446482,4685955,42013,152865,2429566,2053238,84461,39405,15097,29959
2015:Q1,RemainingTop1,14938305,15511040,2478842,340380,5656824,341114,797292,2428229,3468359,572735,396424,57167,119144
2015:Q1,Next9,32176819,34722214,6720046,954192,7091481,7279089,3536374,3042911,6098121,2545394,2049896,261208,234290
2015:Q1,Next40,24815157,30532162,9324466,2024255,2534556,7101644,3453965,1323845,4769430,5717005,4423844,1157415,135746
2015:Q1,Bottom50,983268,5453964,2652734,1120746,150385,248910,367822,128303,785064,4470695,2441893,1816223,212579
2015:Q2,TopPt1,10626287,10713202,838234,462847,4708226,44702,157551,2500707,2000935,86915,41005,15500,30410
2015:Q2,RemainingTop1,15070136,15653405,2529922,340268,5682411,349174,803483,2519058,3429089,583269,403105,60878,119286
2015:Q2,Next9,32436603,34991019,6872707,950908,7114517,7340931,3564463,3073336,6074157,2554416,2047136,267880,239400
2015:Q2,Next40,24942526,30749526,9523136,2055816,2530581,7117199,3417203,1344099,4761492,5807000,4470314,1191275,145411
2015:Q2,Bottom50,988541,5473178,2659447,1135123,149277,248237,364266,130000,786828,4484637,2426289,1842251,216097
2015:Q3,TopPt1,10371478,10460046,851703,459026,4313054,47285,154662,2544637,2089679,88567,42720,15844,30003
2015:Q3,RemainingTop1,14734850,15333213,2571335,341138,5175706,356394,784179,2594700,3509760,598362,409976,63949,124437
2015:Q3,Next9,32111508,34663245,6979476,960428,6563075,7385601,3445417,3075900,6253349,2551737,2049051,274200,228486
2015:Q3,Next40,24854846,30741896,9744590,2076753,2370250,7115839,3223981,1360237,4850246,5887050,4517276,1227231,142543
2015:Q3,Bottom50,990531,5496724,2708688,1136998,135699,247307,343976,130963,793092,4506193,2410234,1881911,214048
2015:Q4,TopPt1,10573551,10663959,864276,461710,4498318,50071,163625,2575728,2050230,90407,44786,15801,29820
2015:Q4,RemainingTop1,15070373,15685080,2605709,341157,5409336,365030,805297,2662572,3495979,614707,417563,67639,129505
2015:Q4,Next9,32656097,35215357,7074782,964571,6811047,7458036,3564531,3065896,6276494,2559260,2066955,270491,221814
2015:Q4,Next40,25213980,31135439,9919390,2098536,2428273,7141175,3285862,1374361,4887842,5921459,4568000,1204637,148822
2015:Q4,Bottom50,1093838,5547212,2733710,1141060,139610,246731,350801,131586,803715,4453374,2395543,1841655,216176
2016:Q1,TopPt1,10745095,10836784,878403,477706,4578589,52818,170358,2565930,2112980,91689,46131,15815,29743
2016:Q1,RemainingTop1,15320160,15947949,2641426,340350,5509148,373322,818824,2706777,3558102,627789,422915,70501,134373
2016:Q1,Next9,33143301,35682446,7187792,959856,6914486,7523297,3631718,3013976,6451321,2539145,2050299,270866,217980
2016:Q1,Next40,25500028,31460591,10059378,2126472,2446929,7159352,3298820,1381729,4987911,5960563,4598749,1208801,153013
2016:Q1,Bottom50,1138566,5563289,2724462,1152765,140402,246040,352762,131075,815783,4424724,2364987,1846282,213455
2016:Q2,TopPt1,11002170,11096127,900075,503383,4713714,56086,177512,2623956,2121401,93958,47740,16128,30090
2016:Q2,RemainingTop1,15635197,16275785,2708005,338004,5678650,384840,834140,2787998,3544149,640588,430113,74073,136402
2016:Q2,Next9,33704632,36251405,7392559,946585,7093880,7581966,3719592,3034128,6482695,2546773,2046523,276950,223300
2016:Q2,Next40,25805870,31860274,10288882,2154618,2486685,7188709,3326551,1400261,5014569,6054405,4653337,1239358,161710
2016:Q2,Bottom50,1142222,5580115,2717131,1166793,142850,245284,355842,132488,819728,4437893,2357379,1870337,210177
2016:Q3,TopPt1,11183366,11279785,913020,489622,4862738,59392,186742,2679778,2088492,96419,49638,16436,30345
2016:Q3,RemainingTop1,15968211,16621517,2751586,340008,5865704,396588,856431,2867600,3543601,653307,437987,76984,138336
2016:Q3,Next9,34229574,36797361,7494765,963805,7292718,7644876,3841353,3052693,6507151,2567787,2056069,283208,228510
2016:Q3,Next40,26190015,32348124,10552678,2173035,2531985,7222119,3394419,1418581,5055307,6158109,4712571,1274525,171013
2016:Q3,Bottom50,1208179,5677422,2794774,1164818,145725,244577,363498,133859,830171,4469242,2352528,1910484,206230
2016:Q4,TopPt1,11111141,11208968,927468,478640,4877230,57173,179725,2699798,1988935,97827,49373,16775,31679
2016:Q4,RemainingTop1,16016209,16674351,2789421,340371,5975189,397181,840998,2853557,3477634,658141,441119,74843,142179
2016:Q4,Next9,34430727,37004582,7607564,985235,7390727,7674984,3878716,3081687,6385668,2573855,2084259,285395,204201
2016:Q4,Next40,26441376,32646150,10736997,2185482,2549387,7270777,3399483,1426620,5077404,6204774,4737965,1303672,163137
2016:Q4,Bottom50,1263660,5772351,2858833,1172779,144720,249896,369031,136869,840224,4508691,2346107,1955751,206833
2017:Q1,TopPt1,11402938,11503291,944273,477946,5129715,55063,178593,2724197,1993504,100353,49265,16710,34378
2017:Q1,RemainingTop1,16502472,17158021,2833687,341007,6393519,398644,845710,2841559,3503895,655549,444159,71961,139429
2017:Q1,Next9,35330424,37934048,7748337,1002025,7819497,7722808,4056791,3115411,6469179,2603624,2119422,279885,204317
2017:Q1,Next40,27040528,33266183,10915793,2207190,2654932,7336765,3537423,1435424,5178656,6225655,4759009,1294785,171861
2017:Q1,Bottom50,1366960,5880071,2902117,1189978,150649,255475,388063,140034,853754,4513111,2334472,1967110,211529
2017:Q2,TopPt1,11658284,11761415,961566,469744,5244282,52908,174852,2882847,1975216,103130,49242,17006,36882
2017:Q2,RemainingTop1,16835013,17489839,2883298,340042,6638857,399861,841717,2903340,3482724,654825,447778,69728,137319
2017:Q2,Next9,36025218,38669580,7896269,1019159,8060494,7765962,4185702,3289160,6452834,2644363,2158512,280294,205557
2017:Q2,Next40,27472943,33765888,11136892,2215954,2708974,7398359,3625435,1466054,5214221,6292945,4787866,1314684,190395
2017:Q2,Bottom50,1431157,5983127,2968800,1195845,152479,261009,401945,147040,856009,4551970,2330575,2001047,220348
2017:Q3,TopPt1,11787224,11892840,978103,457842,5382095,50739,172006,2916055,1936000,105615,49193,17170,39252
2017:Q3,RemainingTop1,17145805,17801533,2930873,338559,6918066,401056,840666,2894647,3477666,655728,451785,66931,137012
2017:Q3,Next9,36663610,39337667,8035581,1037115,8336039,7808986,4334105,3332447,6453393,2674056,2196321,280402,197333
