Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Equity in noncorporate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2020:Q2,Black,6141401,2066863,1686090,380773,4074537,546213,19668,46330,45980,350,4698,3987,711,308901,153444,266076,567114,1792692,252024,117376,1326259,1322838,725918,582386,9131,5403,3421,4815142,18008746
2020:Q2,Hispanic,3919816,1957494,1584036,373457,1962322,317268,11609,20429,19668,761,3648,992,2656,135587,38130,124488,263507,704885,268370,74402,1042076,1041183,709583,307031,20470,4098,893,2877740,12292294
2020:Q2,Other,12655881,4377081,3902016,475065,8278800,1394519,165288,192448,188648,3800,99409,89177,10232,2494993,190663,170157,877677,1300717,1255551,137376,2063283,2059019,1468244,546296,13142,31337,4264,10592597,14600468
2020:Q3,White,108390916,29297358,24586730,4710628,79093557,9894808,2453592,3269377,3260947,8430,782800,716608,66192,26781924,1422654,1846591,7073098,13539157,11015454,1014102,11334858,11305629,7802079,2692628,221269,589653,29229,97056058,83045307
2020:Q3,Black,6315685,2130654,1734728,395925,4185032,559369,21674,45654,45585,69,4031,3325,706,329924,156294,276867,620442,1791047,258866,120864,1334937,1331587,729508,587024,7551,7504,3350,4980748,17867522
2020:Q3,Hispanic,4049059,2028911,1640041,388870,2020148,329466,12062,19589,19565,24,3358,715,2643,144138,39318,128453,276834,706761,283449,76721,1052878,1051998,717292,310007,19011,5687,880,2996181,12237272
2020:Q3,Other,13108389,4481579,3992833,488747,8626810,1424651,156383,188426,187903,523,97363,87182,10181,2703122,193646,183598,918172,1315624,1304665,141160,2080539,2076320,1484276,553012,11699,27332,4220,11027850,14545795
2020:Q4,White,115437140,30078139,25255103,4823037,85359000,10468305,2363008,3349669,3312306,37363,818122,752359,65763,31233594,1465385,1901817,7694264,13691635,11349315,1023886,11553529,11525112,7913920,2720014,223144,668034,28417,103883610,83099510
2020:Q4,Black,6631247,2213927,1806199,407728,4417320,598172,23000,46481,46208,272,4801,4104,697,374401,161590,287234,718934,1810987,269510,122211,1339767,1336572,726215,592262,7821,10274,3195,5291480,17881417
2020:Q4,Hispanic,4275080,2131148,1726843,404305,2143931,362385,12474,20101,19994,107,3718,1060,2658,162711,41402,133225,303901,720663,305179,78173,1064810,1063957,724132,312567,19429,7829,853,3210270,12347146
