Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Equity in noncorporate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
1997:Q3,Next40,13808754,5522987,4379361,1143626,8285767,1283161,150086,237901,180411,57490,32944,11303,21641,1068651,318962,312970,982051,3048759,691731,158549,2311083,2302078,1751502,473633,8407,68537,9005,11497671,40557555,
1997:Q3,Bottom50,3036311,2059098,1438804,620295,977213,194100,9078,25274,21989,3285,3253,664,2589,111304,79977,16245,180362,202051,84668,70902,1850456,1848137,1083273,697567,4103,63194,2320,1185855,50677472,
1997:Q4,TopPt1,3912870,442298,267918,174380,3470572,179504,85716,701522,506040,195482,91560,83080,8480,1397961,22178,1108,42708,18720,921553,8042,60699,60238,23151,3362,3240,30485,460,3852171,105995,
1997:Q4,RemainingTop1,5545169,906727,722294,184433,4638441,340771,170368,514182,400742,113441,94598,70810,23788,1880485,57634,18576,278859,170966,1090426,21576,208135,206358,152529,13008,2105,38716,1777,5337033,909104,
1997:Q4,Next9,12503471,3076968,2502264,574704,9426502,965009,307903,538243,402182,136062,87885,51935,35949,2323110,179810,305674,707685,2584654,1348007,78522,958683,953651,730276,124300,4153,94922,5031,11544788,9132358,
1997:Q4,Next40,13993302,5583967,4425020,1158947,8409334,1305791,159061,236308,183473,52836,35039,13391,21648,1106488,324010,311065,992645,3073830,706460,158637,2356795,2347732,1777127,488037,14658,67911,9063,11636507,40679154,
1997:Q4,Bottom50,3033602,2043290,1417727,625563,990312,198127,9125,24191,21084,3107,3147,606,2541,115257,80426,16062,180453,204659,88413,70451,1855082,1852773,1071155,715458,6228,59932,2309,1178520,50827739,
1998:Q1,TopPt1,4158034,442376,272734,169642,3715658,175736,94337,696216,488378,207837,98682,91629,7053,1620826,21450,1166,48477,20144,930567,8057,64539,64117,24207,3496,3681,32733,422,4093495,106607,
1998:Q1,RemainingTop1,5885209,929228,743909,185319,4955981,335682,187181,528081,404293,123788,97591,73498,24093,2137863,56462,19785,299439,178297,1093960,21640,211967,210305,154974,13417,2048,39865,1663,5673242,911408,
1998:Q1,Next9,13089677,3138933,2553484,585449,9950744,954262,329810,538380,394036,144344,97943,63062,34880,2641285,186772,328098,768269,2641906,1384532,79488,991168,986035,754424,125155,4644,101811,5133,12098509,9157674,
1998:Q1,Next40,14433393,5680751,4507593,1173158,8752642,1314104,171147,238677,176974,61703,38205,16564,21640,1226964,330383,321988,1108525,3121985,720824,159839,2381947,2372849,1809448,477125,16403,69874,9098,12051446,40800238,
1998:Q1,Bottom50,3084884,2061047,1434480,626567,1023836,199991,9516,23835,20134,3701,3021,533,2488,127751,81096,16218,192778,207526,91588,70517,1837641,1835350,1066437,704850,6552,57511,2291,1247243,50977866,
1998:Q2,TopPt1,4241454,447173,279316,167856,3794282,172178,92615,734910,506435,228475,100089,94511,5578,1656605,20555,1211,49192,22710,936203,8013,67851,67445,25164,3741,3519,35021,405,4173604,107134,
1998:Q2,RemainingTop1,5985737,959426,773257,186169,5026311,331245,186631,558633,418134,140499,99223,74812,24411,2157544,54885,20783,306736,192210,1096852,21569,215858,214177,157988,13613,1813,40762,1681,5769879,913809,
1998:Q2,Next9,13373924,3222722,2628220,594501,10151203,944718,338571,569786,414396,155390,105170,71387,33782,2704171,193335,342967,757206,2696677,1418619,79984,1024250,1018933,773886,131006,4334,109707,5317,12349675,9183179,
1998:Q2,Next40,14715223,5800925,4611508,1189416,8914299,1322839,178767,260208,183630,76578,40425,18791,21634,1267257,336337,328859,1124468,3159874,735263,160003,2444039,2434844,1854178,493154,14967,72545,9196,12271184,40920469,
1998:Q2,Bottom50,3116157,2080575,1450763,629813,1035581,201906,9337,23869,19225,4644,2852,419,2434,131962,81693,16265,193347,209525,94728,70098,1866658,1864365,1076922,726230,5903,55310,2292,1249499,51127559,
1998:Q3,TopPt1,4043272,426225,281090,145134,3617047,169287,103326,758332,538146,220186,113227,109148,4079,1439886,18787,1215,44669,25175,935113,8031,71437,71106,26156,3974,4002,36974,331,3971834,107563,15088395
1998:Q3,RemainingTop1,5748720,982175,791341,190834,4766545,328325,207354,571750,435842,135908,99782,75004,24777,1861387,50875,21083,300778,205554,1097974,21684,221737,220370,161012,13828,1754,43777,1366,5526983,916322,3714904
1998:Q3,Next9,13193733,3273559,2650958,622601,9920174,938065,363217,603114,446202,156913,122975,90228,32747,2420690,197280,333810,673089,2739498,1447312,81123,1052541,1047243,796356,136040,4876,109971,5298,12141192,9208902,717715
1998:Q3,Next40,14773437,5942177,4734214,1207963,8831260,1333297,191962,267055,195418,71638,46143,24477,21666,1194674,339612,323081,1037922,3186238,749718,161558,2497173,2488036,1896793,504705,16880,69658,9137,12276264,41039505,100693
1998:Q3,Bottom50,3165027,2141891,1511654,630238,1023136,204070,9803,22674,18227,4446,2669,285,2385,124502,81841,15989,182073,211406,97784,70325,1886409,1884162,1084523,742171,6261,51207,2246,1278618,51276526,
1998:Q4,TopPt1,4323713,453663,295524,158140,3870049,184536,118920,709567,512747,196820,110013,104972,5041,1698568,21027,1188,51302,25678,941112,8138,68548,68299,25578,3826,4483,34413,248,4255165,107884,
1998:Q4,RemainingTop1,6246953,1034244,829859,204384,5212709,343056,225819,553663,436297,117366,102271,77357,24913,2233379,56578,21569,318755,213247,1122279,22092,231202,230316,167262,14261,2109,46684,885,6015751,918957,
1998:Q4,Next9,13984727,3366402,2757525,608877,10618326,982169,376302,580190,432415,147775,120011,86413,33598,2866433,202882,360525,800561,2796518,1451436,81300,1070197,1065247,809789,137779,6102,111577,4949,12914531,9234887,
1998:Q4,Next40,15327465,6049578,4828374,1221204,9277887,1361983,201914,252628,193930,58698,44719,23295,21424,1365318,352569,337113,1189800,3246934,763459,161451,2567005,2558037,1944719,523149,19445,70724,8967,12760461,41157208,
1998:Q4,Bottom50,3200806,2142827,1501633,641193,1057979,210253,10639,21162,17584,3578,2561,302,2259,136942,83927,16311,199684,211606,94895,69999,1931951,1929774,1110094,762257,7208,50216,2177,1268855,51424683,
1999:Q1,TopPt1,4246002,454537,304499,150039,3791465,186201,133947,689288,478345,210943,107965,101961,6004,1645357,21760,1127,51670,26052,919858,8240,64708,64369,24848,3533,4094,31893,340,4181294,108107,
1999:Q1,RemainingTop1,6306466,1074890,854211,220678,5231576,333160,243926,558191,431803,126388,104374,79280,25094,2211933,58007,21470,320963,220276,1136764,22511,241012,239591,173192,14947,2310,49142,1421,6065453,921714,
1999:Q1,Next9,14108416,3416327,2803918,612410,10692088,978671,389710,563907,410775,153132,118181,83642,34539,2879724,203805,367181,839758,2838726,1430924,81501,1080378,1075152,817955,136198,6113,114886,5226,13028037,9261249,
1999:Q1,Next40,15575322,6161446,4929124,1232322,9413875,1354933,211961,258254,188179,70075,43694,22461,21232,1394405,360793,340585,1218236,3293283,776346,161388,2613066,2603782,1988649,524651,17459,73023,9284,12962255,41274233,
1999:Q1,Bottom50,3237894,2179041,1533183,645858,1058853,211060,11463,21083,16955,4128,2461,317,2144,135047,85222,16364,203176,211637,91646,69693,1953913,1951661,1132032,763069,6917,49644,2252,1283981,51572783,
1999:Q2,TopPt1,4355622,470992,316871,154121,3884630,186304,130869,654353,455670,198683,108578,101675,6903,1760650,23069,1080,53425,26448,931504,8350,61785,61441,24146,3305,4152,29838,344,4293837,108248,
1999:Q2,RemainingTop1,6563163,1125913,889719,236194,5437249,320681,232743,546197,429402,116795,106267,81042,25224,2407167,61150,21652,327339,227645,1163435,22973,248010,246557,179690,15512,2625,48729,1453,6315153,924594,
1999:Q2,Next9,14547856,3500178,2892102,608076,11047679,970173,382203,545853,398027,147826,118438,83126,35312,3131340,206600,383737,898048,2886974,1442470,81843,1107001,1101808,829360,136856,6838,128754,5193,13440856,9288117,
1999:Q2,Next40,15930886,6285026,5036044,1248983,9645860,1344096,214244,250576,185996,64580,43353,22367,20986,1501751,370952,349187,1274659,3345305,790118,161618,2687677,2678317,2039319,538157,17863,82977,9360,13243209,41391433,
1999:Q2,Bottom50,3270284,2200414,1542918,657496,1069870,211300,11367,20062,16343,3719,2350,332,2018,141005,86841,16544,210044,211730,89101,69524,1999689,1997434,1160683,777751,7302,51698,2255,1270595,51721789,
1999:Q3,TopPt1,4252977,470190,326517,143673,3782788,192439,139490,628287,435833,192453,117683,109864,7819,1616501,22849,990,49913,26733,979322,8581,57872,57527,23664,3137,3456,27271,345,4195105,108324,
1999:Q3,RemainingTop1,6513655,1175232,920976,254256,5338423,319368,241532,538567,426738,111829,108577,83158,25418,2267604,59939,21048,319293,234443,1204284,23768,258358,256891,186925,15958,2622,51386,1468,6255297,927594,
1999:Q3,Next9,14563775,3569783,2952272,617512,10993992,983488,389624,531910,387088,144822,125616,89385,36231,3010413,204633,372485,880430,2922296,1489767,83330,1134250,1129101,852991,138464,6156,131491,5149,13429525,9315620,
1999:Q3,Next40,16086951,6439203,5171438,1267764,9647748,1349519,221808,247154,184195,62959,45312,24502,20810,1484262,376304,343335,1225287,3384837,805597,164333,2760375,2750947,2095037,556746,14317,84848,9428,13326576,41509663,
1999:Q3,Bottom50,3316714,2256164,1588637,667528,1060550,214023,11886,19305,15760,3545,2261,355,1907,135026,87658,16367,204446,211678,87392,70509,2049877,2047622,1192608,797590,6437,50987,2255,1266837,51872663,
1999:Q4,TopPt1,4630785,486348,338836,147512,4144437,204336,162003,562578,446595,115984,138307,129621,8687,1961490,27100,985,54609,27221,995624,10183,55775,55375,23290,3098,3214,25773,399,4575010,108350,
1999:Q4,RemainingTop1,7139175,1227567,958183,269384,5911608,328649,273505,498542,437174,61368,110687,85102,25585,2767144,71713,22076,334730,242765,1233612,28185,262089,260293,193303,16153,2764,48073,1796,6877087,930713,
1999:Q4,Next9,15546070,3657029,3044119,612911,11889040,1017605,414712,503398,401424,101974,141873,104824,37049,3601018,216865,419452,980426,2988370,1507963,97359,1190776,1185480,882393,140433,6240,156415,5295,14355294,9343888,
1999:Q4,Next40,16722279,6566165,5282952,1283213,10156114,1370323,236243,219687,194093,25594,50333,29728,20604,1705746,396136,367596,1341836,3453798,820063,194353,2835106,2825462,2132528,576966,13173,102794,9644,13887173,41629777,
1999:Q4,Bottom50,3387993,2277223,1599121,678102,1110771,219111,13150,16732,15354,1378,2175,386,1789,151779,90898,16926,218644,211971,85202,84182,2084354,2082054,1202960,816972,6285,55836,2300,1303639,52026368,
2000:Q1,TopPt1,4664940,495368,352131,143236,4169573,212271,177270,508350,415012,93338,142723,133374,9349,2040090,28250,937,55816,27571,965915,10379,53612,53266,22881,2966,3251,24168,345,4611329,108342,
2000:Q1,RemainingTop1,7389067,1292812,1005624,287188,6096255,330835,293952,475152,427358,47794,112815,87304,25511,2921990,74580,22307,340587,250283,1244821,28933,265887,264400,199117,16552,3081,45649,1487,7123180,933950,
2000:Q1,Next9,15964268,3771379,3152294,619084,12192889,1038068,431395,465190,379748,85442,144924,107738,37187,3808179,219360,438277,1030074,3036659,1482104,98658,1239517,1234463,910088,139073,6913,178389,5054,14724751,9373052,
2000:Q1,Next40,17156513,6767396,5461420,1305977,10389116,1380893,247445,204987,186438,18548,50887,30743,20144,1798920,406114,377232,1388262,3505663,832083,196632,2882160,2872599,2161091,579493,13433,118582,9561,14274353,41752629,
2000:Q1,Bottom50,3459903,2335757,1643314,692443,1124146,222664,14045,15725,14776,949,2026,405,1620,156308,92492,17125,224570,212073,82158,84962,2088107,2085852,1203553,815681,6645,59972,2256,1371796,52183865,
2000:Q2,TopPt1,4507122,508601,366757,141843,3998521,215537,171199,491474,389737,101737,134025,124041,9984,1860788,28052,862,53338,27838,1004786,10622,49405,49048,22425,2835,2821,20967,357,4457717,108317,
2000:Q2,RemainingTop1,7291368,1363114,1058661,304453,5928254,324594,280092,471480,418622,52859,114979,89542,25437,2735017,73553,21997,335803,257344,1283578,29817,279655,278090,206349,16893,3036,51812,1565,7011714,937305,
2000:Q2,Next9,15969592,3900742,3278025,622717,12068850,1042272,423029,453349,362681,90668,137688,100380,37308,3634288,217609,437205,1024949,3074367,1523677,100417,1257588,1252540,936719,141182,6473,168166,5048,14712004,9403240,
2000:Q2,Next40,17368008,6980049,5651524,1328525,10387959,1379458,248600,204146,180603,23543,47976,28287,19689,1764879,411827,376766,1358971,3547373,848063,199901,2947421,2937760,2213245,602118,11347,111050,9661,14420587,41879073,
2000:Q2,Bottom50,3506944,2391428,1684254,707174,1115516,224399,13825,15400,14213,1187,1867,414,1454,149233,93374,17087,221437,212063,80629,86202,2133455,2131190,1230368,838742,6081,55998,2265,1373489,52346118,
2000:Q3,TopPt1,4516406,506750,377894,128857,4009655,218953,182226,476411,371897,104514,141524,130932,10592,1809885,28615,805,52580,28152,1059631,10874,45818,45474,21987,2759,2195,18533,344,4470588,108290,
2000:Q3,RemainingTop1,7394894,1424059,1101705,322354,5970835,318621,294330,467158,412540,54618,117201,91842,25359,2715562,74755,22055,336042,264803,1329571,30738,288861,287361,213640,17085,2689,53946,1500,7106033,940775,
2000:Q3,Next9,16228657,3998404,3363792,634611,12230253,1047165,435727,443397,351422,91974,143271,105865,37406,3644838,218304,449737,1044190,3119378,1581953,102294,1292726,1287771,964595,144605,5387,173184,4955,14935931,9434582,
2000:Q3,Next40,17699979,7186737,5840158,1346579,10513242,1378551,258146,203576,177275,26301,49385,30147,19238,1790760,420088,383219,1364386,3596111,865602,203419,3030451,3020756,2265146,632631,8430,114549,9695,14669528,42009965,
2000:Q3,Bottom50,3583740,2464743,1748960,715783,1118997,226230,14517,15013,13708,1305,1725,436,1289,147880,94684,17212,222477,212147,79556,87555,2189554,2187299,1256443,869993,5003,55860,2255,1394186,52514088,
2000:Q4,TopPt1,4352584,530050,394216,135834,3822535,231961,201888,518054,399759,118296,167809,156625,11183,1500752,28286,715,48030,28383,1085678,10979,41438,41040,21234,2647,2528,14632,398,4311146,108278,
2000:Q4,RemainingTop1,7189701,1496900,1158977,337923,5692802,330008,322751,496451,433448,63003,119013,93726,25287,2338317,73341,21423,324375,271754,1364098,31271,306854,305019,220468,17308,3325,63919,1835,6882847,944359,
2000:Q4,Next9,16097127,4140181,3510150,630031,11956946,1086236,459196,481129,380200,100929,163777,126267,37509,3241334,216154,436607,1004509,3152723,1612457,102825,1288090,1282984,978576,148538,6825,149044,5106,14809037,9467209,
2000:Q4,Next40,17818112,7384194,6016980,1367214,10433918,1402701,272201,227281,193559,33722,55885,37085,18801,1665084,425525,376646,1289260,3633726,881609,204000,3098324,3088405,2314611,666844,10008,96942,9919,14719787,42146157,
2000:Q4,Bottom50,3600977,2499151,1768395,730756,1101827,231933,15681,15315,13644,1671,1604,474,1129,133497,95525,17033,213634,212114,77950,87542,2244495,2242193,1281895,905930,6013,48355,2302,1356483,52688738,
2001:Q1,TopPt1,4162181,553370,416407,136962,3608811,255075,231876,494811,344939,149872,155353,143378,11976,1264844,29047,633,41058,28687,1096245,11182,35756,35419,20470,2355,1486,11108,337,4126425,108296,
2001:Q1,RemainingTop1,7088671,1602153,1248500,353653,5486518,359709,367977,485404,402747,82658,122031,96527,25504,2048120,75114,20915,303783,279235,1392166,32064,320770,319291,227063,18014,2241,71973,1479,6767901,948056,
2001:Q1,Next9,16050089,4362719,3733452,629267,11687371,1161228,494590,455889,335056,120832,154236,115871,38365,2924104,217500,428088,923563,3196141,1627787,104246,1280897,1276061,992140,147292,4206,132423,4836,14769192,9501249,
2001:Q1,Next40,18050812,7722092,6337267,1384825,10328720,1452651,291139,223137,172905,50232,52198,33535,18663,1559068,434593,372387,1159290,3681091,896655,206509,3131743,3121924,2359617,672169,5362,84776,9819,14919069,42288504,
2001:Q1,Bottom50,3661851,2576157,1834132,742026,1085694,241641,17394,15330,12809,2521,1506,479,1027,121543,96976,16906,197698,212213,76065,88422,2260705,2258454,1302071,909894,3752,42736,2251,1401146,52871030,
2001:Q2,TopPt1,4268690,561128,428919,132209,3707562,261626,230530,468722,317772,150950,156747,144006,12741,1369834,31294,578,42483,26375,1107731,11641,31500,31183,19655,1955,914,8659,316,4237190,108361,
2001:Q2,RemainingTop1,7352572,1662456,1293302,369154,5690116,359035,362624,469870,386537,83333,124521,98820,25701,2236021,81278,20997,310708,270984,1420534,33543,332014,330651,235910,18909,1529,74302,1364,7020558,951866,
2001:Q2,Next9,16549912,4464906,3833357,631550,12085005,1177268,493842,434885,313571,121314,155592,116439,39153,3173166,223652,441359,972592,3260592,1644021,108036,1298925,1294212,1006823,147766,2747,136877,4713,15250986,9536833,
2001:Q2,Next40,18512540,7900807,6503171,1397637,10611733,1459816,295324,215797,163667,52129,52231,33724,18507,1671957,448630,379336,1208003,3754601,911873,214164,3227538,3217705,2439351,687374,3110,87870,9833,15285003,42437860,
2001:Q2,Bottom50,3729156,2623311,1875081,748230,1105845,244791,17455,14771,12182,2589,1416,495,921,128223,99261,17049,204095,212840,74253,91690,2335803,2333568,1360463,928245,2432,42428,2235,1393353,53061926,
2001:Q3,TopPt1,4058308,562500,440372,122128,3495808,271020,244929,492989,337784,155205,203161,189653,13509,1064314,29755,500,35530,23977,1117436,12195,31080,30711,19626,1793,1426,7866,370,4027228,108488,14714849
2001:Q3,RemainingTop1,7040467,1720776,1335324,385451,5319691,363246,382692,490051,404067,85984,125464,99553,25911,1828091,76177,20555,288181,262038,1447923,35272,336009,334317,244384,19315,2542,68075,1692,6704457,955786,4261028
2001:Q3,Next9,16245115,4558109,3918995,639114,11687006,1203104,511466,458762,334986,123776,192718,152753,39965,2699579,217533,435175,884530,3313204,1658253,112682,1384924,1380064,1053895,148250,4725,173193,4861,14860190,9574091,872828
2001:Q3,Next40,18524966,8089035,6677994,1411042,10435931,1474038,307073,231576,176035,55542,64537,46171,18366,1492432,450291,376325,1071987,3816982,927019,223673,3332709,3322648,2500400,703174,5069,114006,10060,15192257,42595080,109849
2001:Q3,Bottom50,3763936,2684191,1930613,753578,1079745,249053,18350,14942,12203,2739,1370,552,817,111077,99477,16955,186913,213349,72444,95817,2390448,2388167,1392196,941818,3966,50186,2281,1373488,53262390,
2001:Q4,TopPt1,4224765,592707,453748,138959,3632059,276195,250946,467778,315547,152232,176299,162560,13739,1266841,32402,571,38120,24397,1086151,12358,29389,29027,19690,2178,348,6811,362,4195377,108689,
2001:Q4,RemainingTop1,7446131,1770149,1393095,377053,5675982,395269,401600,475422,386859,88563,126704,100650,26054,2107027,89336,20089,298908,255351,1469883,36394,357219,355515,252298,20385,703,82129,1704,7088912,959812,
2001:Q4,Next9,16837663,4671412,4020401,651010,12166252,1229276,538861,438958,313594,125363,179661,139823,39838,3021331,231177,445857,941372,3399554,1625658,114546,1307017,1302085,1009346,154341,934,137464,4932,15530646,9613088,
2001:Q4,Next40,19009478,8266173,6833406,1432767,10743305,1494017,327305,222766,164899,57868,59261,39903,19357,1616452,451310,384975,1140061,3867945,952154,227060,3438014,3428134,2606099,733592,972,87470,9881,15571464,42760685,
2001:Q4,Bottom50,3815438,2719508,1955037,764470,1095931,247614,19564,15234,12263,2971,1462,589,873,119178,99523,17180,193642,213102,72616,96816,2463300,2461060,1437502,981331,802,41426,2239,1352139,53472981,
2002:Q1,TopPt1,4253532,626567,468630,157937,3626966,282988,233291,452084,308546,143538,165149,151106,14043,1292455,34620,622,40192,24688,1088358,12520,32258,31872,21566,2758,110,7439,386,4221274,108959,
2002:Q1,RemainingTop1,7572638,1822154,1455463,366691,5750484,429749,381585,467688,380618,87070,126735,100454,26282,2124731,101237,19143,307690,247611,1506809,37505,371639,369729,260650,21186,237,87657,1910,7200999,963928,
2002:Q1,Next9,17104922,4795083,4137972,657111,12309839,1260914,538050,429180,306180,123000,179226,139293,39933,3021532,243464,438872,989602,3466074,1626564,116362,1334934,1329811,1041281,154393,254,133883,5123,15769989,9653633,
2002:Q1,Next40,19324446,8445167,6998483,1446684,10879279,1518275,335444,217786,160899,56887,58360,37917,20443,1606762,450880,384611,1196475,3899797,980552,230337,3515822,3506029,2691237,730353,271,84167,9793,15808624,42933865,
2002:Q1,Bottom50,3844903,2745700,1975851,769850,1099203,246893,19474,15511,12494,3017,1582,638,944,116436,99327,17191,198831,212641,73559,97757,2465756,2463532,1447675,974825,214,40817,2224,1379147,53692655,
2002:Q2,TopPt1,4124113,660256,482931,177324,3463858,279989,212012,488313,314143,174170,145468,131181,14287,1151991,35621,669,35076,24952,1076898,12869,33583,33203,23409,3376,-1125,7543,379,4090530,109289,
2002:Q2,RemainingTop1,7430316,1870956,1513808,357148,5559360,445585,354866,496756,384124,112631,126770,100347,26423,1901410,109516,18089,290183,239528,1537542,39114,387879,385951,270142,21849,-2555,96516,1927,7042437,968114,
2002:Q2,Next9,16915127,4910748,4245699,665048,12004379,1257077,531022,456521,310383,146138,170970,131175,39796,2731451,251810,427905,917023,3527660,1613055,119883,1354074,1348874,1073989,157629,-2258,119515,5200,15561053,9695473,
2002:Q2,Next40,19339924,8614326,7149378,1464948,10725598,1517152,340186,241045,162838,78208,54951,33503,21448,1480295,446366,382230,1091427,3926761,1007868,237316,3619483,3609867,2794084,745138,-2372,73017,9616,15720441,43113477,
2002:Q2,Bottom50,3842566,2771999,1993494,778504,1070568,242348,19110,17224,12926,4298,1672,673,999,104488,98449,17155,183398,212131,74182,100411,2504920,2502737,1477505,989653,-1925,37504,2183,1337647,53919966,
2002:Q3,TopPt1,3893669,674145,493743,180402,3219524,288928,196431,508293,314861,193432,138764,124159,14605,900542,35687,718,29599,25233,1082166,13164,35554,35122,24836,3817,-1408,7876,432,3858115,109669,
2002:Q3,RemainingTop1,7139179,1913996,1563567,350429,5225183,483125,336940,515128,383735,131394,126708,100058,26650,1513454,115002,17077,269873,231404,1575902,40571,406669,404367,280260,22835,-3305,104576,2303,6732509,972349,
2002:Q3,Next9,16546187,5000153,4311112,689041,11546034,1295855,529702,471596,309990,161606,174383,134499,39884,2234538,257119,418756,834374,3590632,1616217,122863,1361457,1355961,1088895,160627,-2533,108972,5496,15184730,9738354,
2002:Q3,Next40,19309338,8812031,7326385,1485646,10497307,1547171,346982,256813,162438,94374,55290,32737,22553,1261938,438676,380817,974659,3954863,1036987,243111,3742616,3733010,2912950,758197,-2742,64604,9606,15566722,43298378,
2002:Q3,Bottom50,3877433,2839715,2054464,785251,1037717,242608,19016,18577,13264,5313,1801,730,1071,85926,97038,17142,166268,211640,75195,102508,2568062,2565871,1526679,1006132,-2115,35175,2191,1309370,54153466,
2002:Q4,TopPt1,3954196,691440,505567,185873,3262755,290414,201916,526849,292591,234258,128435,113515,14920,991114,36039,809,31332,25635,1016525,13688,37365,36933,26368,4316,-2341,8590,432,3916830,110089,
2002:Q4,RemainingTop1,7367573,1957996,1615709,342287,5409578,506364,354170,532038,364601,167437,126646,99781,26865,1625940,121354,16857,277817,223982,1581764,42645,421584,419220,290472,23692,-5648,110704,2364,6945989,976614,
2002:Q4,Next9,16893495,5095080,4386768,708312,11798415,1307535,556912,477323,288228,189095,174620,134679,39941,2355640,263379,441505,876910,3670128,1546502,127960,1379905,1374303,1108159,164551,-3793,105387,5602,15513590,9782020,
2002:Q4,Next40,19731640,9005077,7503915,1501161,10726564,1557703,367497,277458,151143,126316,54601,30946,23655,1306614,431852,396027,1023379,3998620,1059308,253506,3874735,3865286,3031618,776574,-4127,61221,9448,15856906,43487427,
2002:Q4,Bottom50,3944346,2898010,2109439,788571,1046337,239951,20199,20345,13102,7244,1922,782,1141,87252,95771,17527,170750,211341,74541,106736,2635992,2633836,1574511,1027874,-3155,34606,2156,1308355,54391710,
2003:Q1,TopPt1,3935477,729128,521660,207467,3206350,306408,182746,497483,287170,210313,127502,112360,15142,935981,37447,884,31046,25869,1046996,13988,40262,39732,27708,4634,-2352,9742,530,3895215,110541,
2003:Q1,RemainingTop1,7374868,2008948,1678469,330480,5365920,556593,329389,513020,358846,154173,126435,99477,26958,1524509,130884,16256,277649,215235,1631841,44109,436411,433399,300058,24912,-5781,114211,3012,6938458,980888,
2003:Q1,Next9,17036880,5221089,4510995,710094,11815790,1371493,549109,461456,282088,179367,184498,144826,39672,2211663,273110,450062,883659,3724965,1574839,130936,1394812,1388747,1117731,164306,-3497,110208,6065,15642068,9826218,
2003:Q1,Next40,19936132,9176280,7665619,1510661,10759852,1606639,370639,262139,147827,114312,56663,32031,24632,1237236,428448,403904,1025092,4018462,1091345,259285,3984637,3975076,3143855,771234,-3961,63948,9561,15951495,43679479,
2003:Q1,Bottom50,3957478,2914843,2123952,790891,1042635,243119,19816,19919,13250,6669,2048,860,1188,80107,95077,17734,169111,210744,76149,108812,2675543,2673342,1615980,1024037,-2822,36146,2201,1281936,54633250,
2003:Q2,TopPt1,4246340,757622,536315,221306,3488718,311436,167767,489217,291036,198181,165042,149589,15453,1177214,40248,982,36147,26201,1060217,14248,46241,45685,29698,5083,-2091,12996,556,4200099,111014,
2003:Q2,RemainingTop1,7820243,2059289,1738253,321036,5760954,585936,311215,510403,360872,149531,119955,92800,27156,1847441,144606,16038,298743,207042,1674110,45463,440127,436898,312018,25840,-5218,104258,3229,7380116,985152,
2003:Q2,Next9,17819469,5339518,4617673,721844,12479951,1395701,545729,460257,284567,175691,235615,195937,39678,2582027,287421,475431,985652,3793298,1585306,133515,1487000,1480734,1158660,167242,-2878,157710,6266,16332469,9870693,
2003:Q2,Next40,20524671,9371765,7845717,1526048,11152906,1626780,375460,259098,148922,110176,70928,45196,25732,1381819,429582,420398,1151741,4051017,1121882,264200,4169803,4160331,3281993,784017,-3417,97738,9472,16354868,43873393,
2003:Q2,Bottom50,4024553,2957218,2161359,795859,1067334,241968,19640,20139,13606,6533,2288,1033,1255,88358,95141,18137,183539,210294,77353,110478,2769203,2767017,1681131,1039748,-2236,48374,2186,1255350,54876641,
2003:Q3,TopPt1,4344852,773136,548739,224398,3571716,309116,149868,481459,315263,166196,150087,134522,15565,1288199,42448,1068,36979,26492,1071303,14698,48240,47681,32041,5713,-3166,13092,560,4296612,111500,
2003:Q3,RemainingTop1,8039040,2106952,1792862,314090,5932088,601026,287429,508206,379712,128494,120584,93480,27103,1978413,156558,15528,303024,198444,1715543,47332,459850,456542,323499,26488,-8020,114575,3309,7579190,989386,
2003:Q3,Next9,18172498,5443004,4697701,745303,12729493,1393142,535937,463690,305817,157872,234237,195209,39028,2713435,299798,489821,1012427,3855717,1593428,137862,1529982,1523597,1216372,170773,-4024,140475,6385,16642516,9915191,
2003:Q3,Next40,20880350,9590677,8045117,1545560,11289673,1627428,376310,251688,159590,92099,69021,42463,26558,1422789,428636,431274,1179535,4077619,1152420,272954,4295740,4286422,3406391,800406,-4793,84418,9318,16584610,44068026,
2003:Q3,Bottom50,4098523,3029405,2227884,801521,1069118,237945,19193,20022,14455,5567,2377,1103,1274,88902,94854,18405,185230,209757,78510,113923,2829273,2827121,1729560,1056294,-3117,44384,2152,1269250,55120437,
2003:Q4,TopPt1,4644353,796175,563091,233084,3848178,312221,135155,525444,343394,182050,137912,122120,15792,1514071,44506,1173,41677,26831,1094005,15183,55530,54975,33471,6127,2595,12782,555,4588823,111988,
2003:Q4,RemainingTop1,8493473,2159799,1853406,306394,6333674,626188,268661,546506,400908,145598,120732,93541,27190,2264405,168114,15317,321860,190072,1762521,49298,500170,496831,334101,27447,6574,128708,3339,7993303,993569,
2003:Q4,Next9,18878724,5564274,4800316,763958,13314449,1410194,529461,502676,330464,172212,236470,197728,38742,3018390,311740,518200,1106616,3924849,1613322,142532,1527395,1520920,1229772,174443,3179,113527,6475,17351328,9959458,
