Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Equity in noncorporate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
1989:Q3,pct99to100,3524093,802535,536243,266293,2721558,318709,98720,457623,366909,90714,22183,15506,6677,738776,41282,7884,95200,88814,835440,16927,143403,141698,90963,27133,1331,22271,1705,3380690,932724,244230,311000224
1989:Q3,pct80to99,10479241,3738560,3036817,701742,6740681,1224174,172134,462387,432999,29388,93201,13178,80023,912959,172864,195236,413434,1560127,1437692,96474,1502756,1495017,1156633,252993,1698,83693,7739,8976485,17676923,52186,244230
1989:Q3,pct60to80,4236244,1836642,1407118,429524,2399602,529656,57856,146751,115618,31134,16623,3799,12824,221461,73565,72493,81049,874792,275864,49491,826656,823362,566066,241982,365,14948,3294,3409588,18599003,32318,52186
1989:Q3,pct40to60,2961795,1250681,999721,250961,1711113,453611,19887,91079,75587,15491,19076,2089,16987,118515,33163,39243,39305,618700,245217,33317,425150,423665,259057,159518,729,4361,1486,2536644,18605233,20522,32306
1989:Q3,pct20to40,1716204,841706,669511,172195,874498,317217,11883,38372,37107,1265,14153,9445,4708,40817,20975,6555,49067,227011,127812,20635,189163,188223,113475,69862,248,4638,939,1527041,18612879,10371,20468
1989:Q3,pct00to20,656610,318925,243288,75636,337686,113785,2163,9257,8016,1241,3979,193,3785,23160,11849,1207,7137,108522,47601,9027,63307,62776,24496,32718,154,5408,530,593304,18593339,0,10366
1989:Q4,pct99to100,3635823,838520,567454,271066,2797304,328128,106007,465358,373430,91928,27695,19339,8356,749779,42136,8421,100894,94601,857085,17200,149828,147781,96791,26411,1263,23315,2047,3485996,934815,,
1989:Q4,pct80to99,10678632,3806200,3099013,707187,6872432,1243089,178297,473071,439384,33687,95549,17108,78440,945845,177114,200932,431014,1594487,1435190,97843,1521725,1513795,1173980,257071,1651,81094,7929,9156907,17724747,,
1989:Q4,pct60to80,4318925,1850985,1416465,434519,2467940,534611,57273,148967,117594,31373,17517,4647,12870,227983,75290,77144,89149,905075,284357,50575,848105,844766,579800,249531,354,15081,3339,3470820,18645601,,
1989:Q4,pct40to60,2990437,1253566,998083,255484,1736871,460509,20910,88959,73457,15502,21706,2886,18820,125014,35891,39809,40294,621881,247754,34143,440598,439077,267613,165452,702,5310,1521,2549838,18653860,,
1989:Q4,pct20to40,1735491,844892,666936,177955,890599,318188,12430,38542,36950,1592,16220,11030,5190,45041,22666,7199,47065,237643,124301,21305,199284,198280,115835,77520,263,4662,1004,1536207,18660854,,
1989:Q4,pct00to20,670388,325930,246366,79563,344459,116256,2320,8994,7577,1417,4418,254,4164,24378,11959,1289,6779,110447,48143,9475,65540,65009,26095,33300,150,5464,531,604848,18642361,,
1990:Q1,pct99to100,3614811,834809,567826,266983,2780002,325209,118846,479171,390339,88832,27031,16919,10112,677593,41081,8954,102723,99702,881922,17770,159239,157453,104609,24777,1533,26535,1785,3455572,936933,,
1990:Q1,pct80to99,10703572,3810832,3087389,723443,6892740,1240618,189229,489427,454136,35291,93187,16378,76809,907777,179522,206370,432246,1619504,1434442,100416,1548001,1540213,1203562,253016,2059,81575,7788,9155571,17772195,,
1990:Q1,pct60to80,4382061,1878708,1434840,443868,2503353,535440,57528,153254,123524,29730,17145,4205,12940,215812,76240,81676,90397,930028,293343,52489,856831,853537,598052,239623,437,15426,3294,3525229,18692367,,
1990:Q1,pct40to60,3028964,1277824,1010183,267642,1751139,463926,22144,87821,73356,14465,24181,3360,20822,126657,38275,40321,38375,623424,250362,35654,449308,447707,279309,161608,871,5920,1600,2579656,18702324,,
1990:Q1,pct20to40,1763930,865284,682307,182976,898646,318235,13402,38689,36902,1787,15391,9630,5761,46208,24175,7830,43927,247763,120582,22445,202113,201082,119843,76151,361,4727,1031,1561817,18708717,,
1990:Q1,pct00to20,700868,349718,267501,82217,351150,117887,2510,10375,8854,1522,4835,229,4606,24856,11829,1368,6531,112060,48630,10269,72427,71914,29536,37145,189,5044,513,628441,18691233,,
1990:Q2,pct99to100,3698173,864148,592979,271169,2834025,323100,112899,496933,407527,89406,28818,16901,11917,691302,40676,9618,105661,105103,902116,17799,167169,165429,111946,23852,1216,28416,1740,3531004,939076,,
1990:Q2,pct80to99,10840706,3855180,3127840,727340,6985526,1239511,183446,508767,468835,39932,92476,17629,74847,944116,182573,218484,437888,1648348,1429129,100789,1569983,1562218,1227424,252988,1681,80125,7765,9270723,17819309,,
1990:Q2,pct60to80,4445545,1882440,1434577,447863,2563105,536549,54439,159239,129582,29657,17199,4262,12937,223148,77462,89410,93570,957253,301943,52894,870182,866901,611346,239558,356,15641,3281,3575363,18739315,,
1990:Q2,pct40to60,3047547,1274962,1003310,271652,1772585,467593,22668,87347,73063,14284,26744,4060,22684,133619,40792,42221,37176,625629,252879,35918,461204,459540,288584,163508,701,6747,1664,2586343,18750656,,
1990:Q2,pct20to40,1775477,865834,677349,188485,909643,318337,12909,38911,36758,2152,15505,9298,6207,50710,25756,8812,40963,258144,116864,22730,209713,208641,123383,80173,318,4767,1072,1565764,18756498,,
1990:Q2,pct00to20,713168,354716,268714,86002,358452,119586,2595,11917,10200,1717,5200,238,4962,26158,11780,1505,6240,113806,49233,10434,76935,76434,32728,38634,154,4919,501,636234,18739984,,
1990:Q3,pct99to100,3575687,850659,588079,262579,2725028,323995,124122,518641,431109,87532,31090,17297,13793,520830,39580,10058,105319,110197,923122,18075,170882,169223,118188,22920,512,27604,1659,3404805,941245,,
1990:Q3,pct80to99,10749274,3843853,3103994,739859,6905420,1243562,192822,531177,488175,43002,92207,19416,72791,813332,184963,218908,429817,1672812,1423654,102166,1583860,1576139,1245957,254671,729,74782,7722,9165413,17866127,,
1990:Q3,pct60to80,4481662,1909901,1456293,453609,2571761,538666,54228,166641,138142,28499,17349,4409,12940,187281,78408,91551,90837,982030,310779,53991,885994,882732,624655,242330,155,15592,3262,3595668,18786458,,
1990:Q3,pct40to60,3079061,1301277,1018963,282315,1777784,472130,23877,87305,73810,13495,29562,4904,24658,127267,43192,41686,33537,627049,255425,36753,474097,472367,297190,166865,299,8014,1730,2604964,18798888,,
1990:Q3,pct20to40,1800619,887898,696813,191085,912722,318652,13749,38973,36532,2442,15780,9078,6702,47227,27276,9181,37158,268312,113005,23408,217554,216443,126018,85521,147,4757,1111,1583065,18804226,,
1990:Q3,pct00to20,746016,380840,294041,86799,365176,121503,2782,14605,12733,1872,5608,255,5353,25303,11643,1541,6062,115407,49834,10887,80666,80178,34729,39995,66,5388,488,665350,18788642,,
1990:Q4,pct99to100,3721383,843988,586241,257746,2877396,332754,127926,546367,450046,96321,35766,20042,15724,595386,38618,10596,111854,115493,944306,18331,178102,176213,123159,21721,553,30781,1889,3543281,943441,,
1990:Q4,pct80to99,10928950,3826396,3077305,749091,7102554,1261161,195610,561039,503559,57480,94168,23651,70517,908176,187496,224324,449852,1699770,1417499,103459,1599100,1591249,1258637,256654,816,75142,7850,9329850,17912692,,
1990:Q4,pct60to80,4578403,1918691,1460252,458439,2659712,543396,52736,177143,144937,32207,17932,5029,12903,209509,79415,96088,100366,1008310,319783,55034,902841,899551,639147,244299,172,15934,3290,3675562,18833811,,
1990:Q4,pct40to60,3124066,1312324,1021560,290764,1811742,478906,24796,88747,73339,15408,32809,6224,26585,139499,45630,42189,34736,628899,257988,37542,485765,483990,305517,169497,331,8645,1775,2638301,18847050,,
1990:Q4,pct20to40,1829926,900261,705699,194561,929665,319520,14011,39569,36167,3401,16727,9591,7136,54701,28817,9813,34768,278664,109019,24054,223817,222648,127566,90082,180,4821,1169,1606108,18851932,,
1990:Q4,pct00to20,772759,397884,309366,88518,374875,123973,2927,16831,14473,2359,6016,314,5702,27499,11523,1620,5621,117097,50450,11318,82907,82422,35230,42138,74,4980,485,689852,18837237,,
1991:Q1,pct99to100,3898063,863784,604031,259753,3034279,332641,151207,537545,440339,97206,36213,18545,17668,714601,37721,11063,120734,120645,953541,18369,183673,181910,128254,19937,930,32790,1763,3714391,945663,,
1991:Q1,pct80to99,11152120,3852973,3097752,755222,7299147,1263404,214568,563033,497307,65727,92026,24162,67864,1041065,190103,226175,479181,1724526,1401205,103861,1605394,1597612,1270463,251914,1433,73802,7782,9546727,17959044,,
1991:Q1,pct60to80,4664375,1923108,1459677,463431,2741267,545187,53757,172923,140527,32395,17557,4805,12752,241669,80455,98906,114295,1033401,327652,55466,904194,900929,652135,232334,298,16161,3265,3760181,18881388,,
1991:Q1,pct40to60,3150785,1313066,1016200,296866,1837719,483199,26417,82421,67060,15361,35239,7055,28184,154258,48093,41953,37566,630343,260402,37826,489398,487552,313266,164241,576,9470,1846,2661387,18895173,,
1991:Q1,pct20to40,1851437,904126,703864,200262,947310,319744,15733,39863,35836,4027,15810,8490,7320,64301,30373,10256,32649,288933,105292,24355,222781,221575,129143,87222,347,4863,1206,1628656,18899644,,
1991:Q1,pct00to20,784749,406299,314004,92295,378449,125845,3187,13487,10814,2673,6180,305,5875,30045,11411,1668,5049,118716,51366,11494,87884,87413,35892,46558,132,4831,471,696865,18885798,,
1991:Q2,pct99to100,3880565,867445,611558,255886,3013120,315388,141690,553221,455601,97620,36461,16757,19704,688024,37531,11582,124848,126017,959913,18446,190970,189391,135594,18826,268,34703,1579,3689595,947911,,
1991:Q2,pct80to99,11168473,3856486,3095794,760692,7311987,1236040,206304,584624,509830,74794,89661,24411,65250,1044214,193411,230568,488713,1752042,1381985,104423,1625157,1617475,1294184,250559,431,72301,7681,9543316,18005223,,
1991:Q2,pct60to80,4715709,1932480,1466216,466264,2783229,541320,50465,178270,145853,32418,17180,4524,12656,240164,81791,102953,119528,1060141,335404,56011,914929,911699,665974,229255,90,16380,3230,3800780,18929204,,
1991:Q2,pct40to60,3172014,1321516,1018252,303264,1850498,482693,26901,80692,65475,15217,37915,7852,30063,159188,50701,42243,36854,632271,262838,38203,499530,497610,322745,164380,169,10316,1920,2672484,18943289,,
1991:Q2,pct20to40,1868059,913758,710198,203561,954301,318755,14997,40133,35412,4720,14954,7287,7667,67537,32006,10834,29404,299399,101562,24719,228477,227238,132634,89589,111,4904,1238,1639583,18947392,,
1991:Q2,pct00to20,805217,420802,326762,94040,384415,126551,3258,14776,11760,3017,6457,291,6165,31050,11388,1738,4662,120433,52383,11717,92877,92423,38981,48698,39,4705,455,712339,18934354,,
1991:Q3,pct99to100,3928736,850853,605408,245445,3077883,307140,140429,559940,469212,90727,41511,19765,21746,738664,35895,12083,132079,131407,960211,18525,202481,201087,142000,18262,210,40616,1394,3726255,950185,,
1991:Q3,pct80to99,11253375,3838912,3066573,772339,7414463,1224205,204781,594992,520960,74032,92463,30163,62300,1115991,195325,234042,510721,1779559,1357395,104990,1636735,1629155,1304141,248074,355,76584,7580,9616640,18051269,,
1991:Q3,pct60to80,4805514,1957626,1486500,471126,2847888,540448,48240,179207,150533,28673,17645,5195,12450,256429,82542,106555,130588,1086951,342722,56561,912779,909583,665242,227274,74,16994,3196,3892735,18977272,,
1991:Q3,pct40to60,3218482,1347319,1033141,314178,1871163,484748,27636,76242,63348,12894,41474,9872,31602,169273,53050,42344,38345,634188,265281,38583,504010,502015,325410,165953,137,10515,1995,2714472,18991430,,
1991:Q3,pct20to40,1902311,935453,729632,205822,966857,318405,14874,39762,34930,4832,15028,7272,7757,74390,33504,11362,26595,309906,97944,25087,235345,234073,135229,93725,100,5020,1271,1666966,18995207,,
1991:Q3,pct00to20,837931,446933,352399,94534,390998,127888,3373,15475,12377,3097,6642,368,6274,32845,11182,1801,4112,122154,53584,11942,95327,94889,41946,49213,32,3698,438,742603,18982933,,
1991:Q4,pct99to100,4139454,859101,618361,240740,3280353,306940,142452,562826,475755,87071,50865,27150,23714,914520,35001,12598,140552,136888,958977,18734,215544,214282,149445,17597,385,46855,1262,3923910,952485,,
1991:Q4,pct80to99,11508987,3859853,3082542,777311,7649134,1226252,206005,605201,526835,78366,99760,40910,58851,1293141,197975,238141,537518,1808090,1330968,106084,1664180,1656673,1326003,248629,694,81347,7508,9844806,18097223,,
1991:Q4,pct60to80,4921458,1974683,1501185,473497,2946776,542254,46432,178989,152422,26566,18582,6544,12038,300353,83604,110465,144099,1114409,350113,57475,925450,922280,674598,229897,142,17644,3170,3996009,19025607,,
1991:Q4,pct40to60,3262510,1360130,1039459,320671,1902380,489101,28501,71218,59716,11502,45249,12857,32391,186137,55551,42572,40703,636279,267806,39263,515818,513752,333021,169800,264,10667,2066,2746692,19039626,,
1991:Q4,pct20to40,1933247,947006,738000,209006,986241,318623,14998,39729,34470,5259,14779,7460,7320,86805,35084,11925,23833,320509,94294,25661,245385,244077,138825,99893,214,5145,1308,1687862,19043117,,
1991:Q4,pct00to20,861078,463217,367053,96164,397861,129793,3509,14925,11601,3324,6550,540,6010,35573,11070,1868,3472,123914,54867,12319,98340,97916,45464,49766,64,2623,424,762738,19031566,,
1992:Q1,pct99to100,4114045,884854,644342,240512,3229191,263943,153596,581559,495428,86131,44891,19149,25742,866066,34173,13068,142915,143375,966657,18947,223058,221885,157650,16862,423,46951,1173,3890987,954811,,
1992:Q1,pct80to99,11528382,3908305,3129337,778967,7620078,1154358,214760,630443,542090,88352,91067,35665,55402,1281297,200703,240045,539194,1850384,1310633,107194,1672510,1665051,1346353,240731,821,77146,7459,9855873,18143126,,
1992:Q1,pct60to80,4970579,1987423,1512247,475176,2983155,529888,45610,185346,159485,25860,16886,5239,11647,294613,84700,113302,145978,1149755,358674,58403,912785,909636,673378,218410,166,17682,3149,4057794,19074222,,
1992:Q1,pct40to60,3272608,1365004,1040055,324949,1907604,481379,29770,69130,58236,10894,46384,13074,33310,190754,58078,42350,38419,640877,270509,39953,517322,515187,336576,166483,306,11822,2135,2755287,19087908,,
1992:Q1,pct20to40,1942684,952390,738933,213457,990294,315809,15804,39856,33801,6055,11864,4915,6949,89659,36678,12368,19871,331906,90237,26243,249618,248271,143137,99707,277,5150,1347,1693066,19091153,,
1992:Q1,pct00to20,876530,473388,374355,99033,403142,128746,3711,17055,13333,3723,6207,413,5794,36581,10966,1917,3136,126151,55971,12701,105173,104763,50627,51161,76,2899,410,771357,19080280,,
1992:Q2,pct99to100,4085059,895827,657328,238499,3189232,253105,145178,575964,493247,82717,48375,20567,27808,845382,32386,13609,147513,138816,969700,19204,234132,233024,164806,16339,499,51380,1108,3850926,957163,,
1992:Q2,pct80to99,11596860,3921967,3137901,784066,7674893,1138028,207340,636948,541681,95266,93088,41208,51880,1292830,202512,245259,549747,1914656,1286006,108479,1686739,1679316,1361878,237130,1062,79246,7423,9910121,18189019,,
1992:Q2,pct60to80,4999251,1993774,1515154,478620,3005477,528207,42676,181746,157883,23863,16805,5562,11244,295012,85410,117762,152093,1159305,367007,59454,909839,906706,673015,215326,211,18153,3133,4089412,19123133,,
1992:Q2,pct40to60,3301267,1369879,1038181,331698,1931388,482784,30170,62223,52692,9532,49731,15509,34222,196883,60437,42806,37716,654622,273272,40744,522653,520451,339855,167932,387,12277,2202,2778615,19136309,,
1992:Q2,pct20to40,1961112,959449,741221,218228,1001663,315286,15147,40085,33410,6675,10127,3575,6552,93745,38185,12991,16173,346786,86242,26894,257681,256293,146561,104098,393,5240,1388,1703431,19139343,,
1992:Q2,pct00to20,897805,485393,383425,101967,412412,129940,3771,14774,10732,4042,6040,479,5561,37797,10740,1995,2672,134312,57237,13134,108808,108411,54579,51506,100,2226,397,788997,19129105,,
1992:Q3,pct99to100,4120139,876052,652159,223893,3244087,248423,141692,588354,512675,75679,48668,18749,29919,880879,32377,14133,154606,134116,981360,19478,241744,240673,171658,15351,270,53394,1072,3878395,959541,225983,227857824
1992:Q3,pct80to99,11729234,3915285,3117747,797538,7813948,1132355,203922,651719,556528,95191,91590,43297,48292,1352210,206067,249553,570202,1979431,1267067,109834,1706179,1698775,1382850,237491,636,77797,7404,10023055,18234941,54010,225983
1992:Q3,pct60to80,5087451,2032497,1548873,483623,3054954,528596,40308,184695,164833,19862,16154,5322,10832,307915,86857,121777,163034,1168600,376464,60554,923415,920294,685479,216307,126,18383,3121,4164036,19172353,34260,54010
1992:Q3,pct40to60,3371046,1406804,1062045,344759,1964243,485975,30742,57699,50692,7007,52461,17312,35149,206194,63144,43072,38813,668391,276177,41574,534663,532396,348405,170635,225,13131,2267,2836383,19184858,20497,34260
1992:Q3,pct20to40,2002616,987368,767436,219932,1015248,315208,14855,39485,32631,6854,7830,1687,6143,100455,39878,13565,12748,361833,81817,27574,265853,264422,149698,109185,256,5283,1431,1736763,19187719,10872,20497
1992:Q3,pct00to20,944078,517523,415728,101796,426554,131578,3861,16503,12338,4165,5802,482,5320,39458,10739,2064,2056,142584,58322,13588,112728,112342,57236,52963,59,2083,386,831350,19178070,0,10864
1992:Q4,pct99to100,4309779,885716,659336,226381,3424062,268375,131259,601652,518217,83434,49958,20298,29659,1042734,35941,14619,158243,133619,967626,20037,243179,242035,174044,15396,396,52199,1144,4066600,961946,,
1992:Q4,pct80to99,11991714,3942995,3137977,805018,8048720,1141320,198463,647912,551701,96212,89065,41497,47568,1498805,206311,263028,583256,2044721,1265181,110657,1729839,1722501,1396884,247342,910,77365,7338,10261875,18280940,,
1992:Q4,pct60to80,5190592,2068849,1577815,491034,3121743,530992,40083,179870,160233,19636,17227,5589,11638,349780,90285,124743,167468,1184071,375504,61719,943758,940560,700014,221526,201,18819,3197,4246834,19221900,,
1992:Q4,pct40to60,3417176,1422281,1075589,346692,1994895,483574,30330,59102,51098,8004,49497,16204,33293,215858,63137,46034,44521,687724,272932,42184,544188,541937,353651,174709,342,13236,2250,2872989,19233595,,
1992:Q4,pct20to40,2054502,1002421,781233,221188,1052080,317392,15761,42509,35407,7102,7577,1505,6072,111072,40466,13819,16704,371666,86974,28141,275497,274062,155928,111209,351,6574,1435,1779005,19236315,,
1992:Q4,pct00to20,973497,527630,424687,102943,445867,132868,4365,16266,12120,4146,5674,454,5220,41517,11210,2325,3901,145773,68038,13930,117382,116985,59831,54587,89,2478,397,856114,19227210,,
1993:Q1,pct99to100,4457873,945931,699191,246740,3511942,258963,131866,621093,523312,97782,57314,27902,29412,1088553,39491,15013,165035,131412,982661,20542,246135,244893,175040,14999,677,54177,1242,4211738,964378,,
1993:Q1,pct80to99,12185055,4010883,3215183,795700,8174172,1099378,202549,657103,546627,110476,94167,47301,46865,1549712,206524,272205,609045,2087321,1284923,111245,1737307,1730020,1397753,249161,1520,81586,7286,10447749,18327091,,
1993:Q1,pct60to80,5207012,2054901,1561806,493095,3152112,523657,41069,178045,155514,22531,19368,6899,12469,366410,93719,125600,177865,1186358,377291,62728,938721,935442,705031,210464,370,19576,3279,4268292,19271814,,
1993:Q1,pct40to60,3399995,1386930,1049972,336958,2013065,472819,30562,62624,51432,11192,48406,16924,31483,219765,63125,48115,52426,702975,269585,42663,539335,537104,353998,169677,610,12819,2232,2860660,19282582,,
1993:Q1,pct20to40,2065230,983501,757561,225940,1081729,317537,17541,46406,38166,8240,7519,1478,6040,116650,41053,13838,21071,380354,91142,28619,275250,273809,160871,104438,564,7936,1441,1789981,19285197,,
1993:Q1,pct00to20,966540,505178,397211,107967,461362,132127,4980,16291,11825,4467,5703,555,5148,42827,11680,2548,5540,148212,77249,14206,122758,122349,61496,58522,157,2175,409,843782,19276584,,
1993:Q2,pct99to100,4501520,950574,703084,247491,3550945,268130,124370,623010,513165,109846,63347,34185,29162,1107190,43395,15416,167937,129221,987928,21002,247222,245881,177610,14709,636,52927,1341,4254298,966839,,
1993:Q2,pct80to99,12299900,4038064,3230479,807584,8261836,1089167,199430,649497,531188,118309,97367,51214,46152,1578684,207065,281707,619051,2130734,1297489,111645,1761942,1754710,1414756,257479,1381,81093,7233,10537957,18373475,,
1993:Q2,pct60to80,5266350,2100154,1597489,502664,3166197,522422,41114,169000,145130,23871,21273,7970,13304,377157,97310,126623,180693,1188924,378070,63612,958045,954684,723276,211021,373,20014,3361,4308306,19322135,,
1993:Q2,pct40to60,3438557,1410647,1068856,341790,2027910,467213,30300,62968,49242,13726,46768,17127,29641,222478,63176,50262,57243,718425,266043,43035,547357,545145,360915,170716,585,12929,2213,2891200,19331892,,
1993:Q2,pct20to40,2114162,1003870,776296,227574,1110292,319003,18605,49998,41024,8975,7402,1404,5998,121064,41677,13874,24707,389129,95807,29026,281728,280282,167263,103287,483,9250,1446,1832434,19334436,,
1993:Q2,pct00to20,995510,520035,410886,109149,475475,132675,5486,13204,8636,4568,5693,625,5068,43984,12194,2773,7344,150683,87008,14429,128611,128189,64008,61451,148,2582,422,866899,19326255,,
1993:Q3,pct99to100,4600185,948027,702008,246019,3652158,281150,119720,633061,510561,122501,63287,34377,28910,1173345,47481,15869,171596,127127,997968,21554,252094,250654,179341,14405,757,56151,1440,4348091,969330,,
1993:Q3,pct80to99,12464169,4056735,3235624,821111,8407434,1085240,198762,647247,521055,126192,94526,49095,45432,1646240,207766,293431,632098,2176034,1313682,112407,1792752,1785574,1427968,268857,1599,87150,7178,10671417,18420174,,
1993:Q3,pct60to80,5348688,2150363,1637872,512491,3198325,522395,41469,163013,137814,25199,22199,8054,14145,398271,100985,128722,184911,1192392,379218,64749,985474,982031,744041,216617,473,20900,3443,4363214,19372906,,
1993:Q3,pct40to60,3487840,1439970,1092151,347819,2047870,462577,30204,64892,48342,16550,44049,16276,27774,227341,63258,52863,62500,734269,262302,43615,557826,555633,368346,174265,718,12304,2193,2930013,19381595,,
1993:Q3,pct20to40,2169904,1028303,799618,228685,1141601,320745,19890,53433,43703,9731,7221,1271,5950,127557,42321,14031,28385,398047,100396,29575,289952,288500,172947,104374,529,10650,1452,1879953,19384104,,
1993:Q3,pct00to20,1030615,538781,429027,109753,491835,133486,6020,11615,6983,4633,5567,585,4982,45427,12732,3019,9076,153222,96913,14757,132142,131708,65374,64150,178,2005,435,898473,19376290,,
1993:Q4,pct99to100,4748938,969767,717583,252183,3779171,289685,120656,658653,518221,140432,65396,36737,28659,1244670,51606,16213,173859,124817,1011662,21954,256430,254890,181290,14697,786,58118,1540,4492508,971854,,
1993:Q4,pct80to99,12674608,4108259,3276901,831358,8566349,1073306,203247,665423,518067,147356,94112,49401,44711,1717897,208488,300129,639509,2219070,1332629,112540,1822520,1815397,1439400,283011,1611,91375,7123,10852088,18467270,,
1993:Q4,pct60to80,5421754,2190239,1667736,522502,3231515,520863,42524,164138,134347,29791,23488,8490,14998,420545,104688,128396,186455,1194353,380606,65458,1014550,1011023,758863,229975,520,21664,3527,4407204,19424169,,
1993:Q4,pct40to60,3524153,1455254,1104024,351230,2068899,456604,30470,71305,49127,22178,41815,15918,25897,232395,63343,54432,66598,749758,258340,43837,571231,569058,373396,183014,763,11885,2174,2952921,19431762,,
1993:Q4,pct20to40,2215871,1042532,810311,232221,1173339,322201,21734,57676,46312,11364,7081,1175,5905,134294,42970,13918,31744,406896,104944,29881,303660,302203,178810,110859,498,12036,1457,1912211,19434271,,
1993:Q4,pct00to20,1057395,547285,434701,112584,510110,133992,6651,12168,7241,4927,5489,589,4900,46899,13275,3218,10832,155692,106988,14905,134374,133926,67419,64614,187,1706,447,923021,19426751,,
1994:Q1,pct99to100,4795869,1015992,750125,265867,3779877,294031,123461,712619,560042,152577,68201,39782,28420,1153551,54374,16533,174455,122433,1037764,22454,256221,254577,182149,14124,1106,57198,1644,4539648,974411,,
1994:Q1,pct80to99,12773673,4179356,3348096,831260,8594317,1053924,209504,689031,537744,151287,94529,50521,44008,1658064,207876,305715,640220,2261742,1360643,113071,1833834,1826766,1444135,289025,2213,91393,7068,10939840,18514843,,
1994:Q1,pct60to80,5435852,2203217,1675044,528172,3232635,517948,43823,173166,143048,30118,24920,9044,15876,407177,107847,127551,184885,1195900,382974,66444,1025055,1021443,773526,224997,774,22146,3611,4410797,19475966,,
1994:Q1,pct40to60,3526488,1443809,1096073,347736,2082678,449404,30848,80388,55508,24880,39800,15746,24053,230344,63172,55771,69354,765240,254072,44288,573534,571380,377659,180673,1113,11935,2154,2952954,19482464,,
1994:Q1,pct20to40,2234411,1038416,801974,236442,1195995,323409,23816,60834,48936,11897,6990,1094,5896,133811,43486,13748,34727,415776,109054,30344,305539,304076,183762,106283,647,13385,1463,1928871,19485010,,
1994:Q1,pct00to20,1071378,538390,421830,116560,532987,134220,7333,18659,13836,4823,5447,606,4841,47400,13646,3407,12611,158156,116941,15168,139784,139323,68238,68773,271,2042,460,931594,19477704,,
1994:Q2,pct99to100,4832853,1035925,764418,271507,3796928,292869,117593,757032,591000,166032,68178,40005,28172,1104361,57339,16785,178218,119957,1061709,22886,258715,256966,184633,14358,1483,56492,1749,4574139,977003,,
1994:Q2,pct80to99,12861987,4225423,3384473,840950,8636564,1024892,207736,707028,549468,157560,92433,49148,43285,1630878,207439,308257,653659,2303857,1387072,113313,1861454,1854442,1458429,301378,2900,91735,7012,11000533,18562976,,
1994:Q2,pct60to80,5479487,2240338,1702822,537516,3239149,513252,44035,178672,147667,31005,25872,9118,16754,402590,111098,125275,189192,1196910,385017,67236,1049944,1046248,787746,234753,1095,22654,3697,4429543,19528340,,
1994:Q2,pct40to60,3553238,1457562,1106705,350858,2095675,440640,30687,88427,60155,28272,37329,15177,22152,229867,63034,56482,74381,780680,249572,44575,585925,583791,382780,187512,1550,11949,2134,2967313,19533771,,
1994:Q2,pct20to40,2271460,1051791,812152,239639,1219668,324300,24966,64194,51596,12598,6863,1004,5859,134967,44024,13420,38214,424681,113344,30695,318069,316600,190102,110950,799,14749,1469,1953391,19536391,,
1994:Q2,pct00to20,1099704,546074,426996,119078,553630,134087,7841,23264,18530,4733,5343,580,4763,48069,14042,3565,14244,160608,127219,15348,143740,143267,70931,69629,375,2331,473,955964,19529214,,
1994:Q3,pct99to100,4912630,1032328,761390,270938,3880301,306254,118682,783427,605922,177505,68992,41068,27924,1124018,64153,17128,183902,117657,1072613,23475,259855,258002,186984,14612,1603,54803,1853,4652774,979632,,
1994:Q3,pct80to99,12998374,4239365,3382638,856727,8759009,1020292,212501,706552,550716,155836,91274,48717,42558,1660809,210730,314827,674781,2348926,1404135,114182,1888511,1881556,1472590,315267,3044,90655,6955,11109863,18611750,,
1994:Q3,pct60to80,5556427,2289826,1741111,548714,3266601,513171,45144,176304,146446,29858,26973,9332,17641,413406,115940,124934,196986,1199442,385837,68463,1078654,1074871,803361,247198,1242,23071,3783,4477774,19581332,,
1994:Q3,pct40to60,3603108,1487000,1128814,358186,2116108,435725,30962,92354,62120,30234,35034,14806,20229,232749,63616,58019,80760,796710,244959,45219,600092,597978,388390,195750,1716,12123,2113,3003016,19585756,,
1994:Q3,pct20to40,2326931,1076961,835265,241696,1249971,326152,26912,67140,54336,12804,6747,928,5819,139344,44947,13306,42017,433785,118327,31294,331641,330167,196354,116930,770,16112,1474,1995290,19588486,,
1994:Q3,pct00to20,1139206,565118,444881,120238,574088,134932,8505,24594,20116,4478,5252,571,4682,49229,14925,3761,15803,163164,138213,15710,147303,146817,73371,70197,411,2839,486,991903,19581344,,
1994:Q4,pct99to100,4987877,1039562,765787,273775,3948315,318134,124393,844383,650122,194261,69670,42019,27651,1094227,66733,17337,182290,115067,1092103,23978,266808,264850,189537,15262,2031,58020,1958,4721069,982299,,
1994:Q4,pct80to99,13096494,4258477,3392091,866385,8838017,1012781,221643,739414,569667,169748,90091,48314,41777,1648971,209890,315550,666680,2390864,1427434,114698,1927013,1920116,1487069,332543,3767,96737,6897,11169481,18661246,,
