Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities,share
2005:Q4,Silent,43.2,38.6,33.6,32.3,48.3,37.4,20,38.6,50.9,15,13.4,15.3,48.2,20.036750575301063
2005:Q4,BabyBoom,47,47.7,46.5,44.7,45.3,54.5,67.2,48.1,39.3,51.5,53.5,44.4,47.4,67.17909485966253
2005:Q4,GenX,9.4,13.1,19.2,21,6.4,8,12.6,12.4,9.3,32.1,32.3,36.6,4.3,12.627940086912576
2005:Q4,Millennial,0.4,0.5,0.7,2,0.1,0.1,0.2,0.8,0.5,1.3,0.8,3.7,0.1,0.1562144781238398
2006:Q1,Silent,42.5,38,33.4,31.4,46.8,36.2,19.6,38.5,49.8,15,13.2,15.1,49.1,19.568411463107083
2006:Q1,BabyBoom,47.3,47.8,46.2,44.6,45.3,55,67.2,48.3,40.1,50.7,52.5,44.4,46,67.20342944116837
2006:Q1,GenX,9.8,13.6,19.7,21.7,7.7,8.6,13.1,12.3,9.5,32.8,33.2,36.6,4.8,13.057028267337065
2006:Q1,Millennial,0.4,0.6,0.7,2.3,0.1,0.1,0.2,0.9,0.6,1.5,1,4,0.1,0.17113082838748178
2006:Q2,Silent,42.2,37.6,33,31.1,47.4,35.2,19.4,38.2,49.3,14.8,13.1,14.7,49.3,19.391236444381114
2006:Q2,BabyBoom,47.6,48.1,46.3,44.5,45.5,55.5,67.8,48.4,40.5,50.2,52,44.2,45.4,67.83288006976265
2006:Q2,GenX,9.7,13.7,19.9,22.1,6.9,9.2,12.6,12.4,9.6,33.3,33.9,36.7,5.2,12.637775077521802
2006:Q2,Millennial,0.4,0.6,0.8,2.4,0.1,0.1,0.1,1,0.6,1.7,1.1,4.3,0.1,0.13810840833442453
2006:Q3,Silent,41.6,37.1,32.6,30.8,47.1,34.1,19,37.9,48.3,14.7,13,14.4,49.5,18.95495290608446
2006:Q3,BabyBoom,48,48.4,46.5,44.3,45.7,56,67.9,48.4,41.2,49.9,51.6,43.8,45,67.85204016906778
2006:Q3,GenX,9.9,13.9,20.1,22.4,7.1,9.8,13,12.6,9.9,33.7,34.3,36.9,5.4,13.041583896480024
2006:Q3,Millennial,0.4,0.6,0.7,2.4,0.2,0.1,0.2,1.1,0.6,1.8,1.1,4.9,0.1,0.15142302836774096
2006:Q4,Silent,41,36.5,32.4,30.2,46.1,32.9,18.4,37.6,47.5,14.7,12.8,14.2,50,18.44317304492975
2006:Q4,BabyBoom,48.3,48.5,46.5,44.2,45.8,56.4,67.6,48.5,41.6,49.4,51.2,43.5,43.6,67.57565450145559
2006:Q4,GenX,10.3,14.3,20.4,22.9,7.9,10.5,13.8,12.7,10.2,34,34.8,37,6.2,13.793323329789766
2006:Q4,Millennial,0.4,0.7,0.8,2.6,0.2,0.1,0.2,1.1,0.7,1.9,1.2,5.4,0.2,0.1878491238249003
2007:Q1,Silent,40.5,36.1,32.2,29.4,45.5,31.9,18.1,37.6,46.3,14.5,12.7,13.8,50.1,18.148389123789457
2007:Q1,BabyBoom,48.6,48.6,46.2,44.1,45.9,56.9,67.8,48.7,42.5,48.8,50.3,43.3,43.6,67.79083222431154
2007:Q1,GenX,10.5,14.5,20.7,23.6,8.4,11.1,13.9,12.5,10.5,34.6,35.5,37.2,6.1,13.878323735596554
2007:Q1,Millennial,0.4,0.7,0.9,2.9,0.2,0.2,0.2,1.2,0.7,2.2,1.4,5.8,0.2,0.18245491630245622
2007:Q2,Silent,40,35.6,32,28.7,45.2,30.8,17.6,37.5,45.5,14.5,12.6,13.5,51.7,17.626801016715675
