Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Equity in noncorporate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2018:Q2,SomeCollege,19466884,6513345,5219299,1294046,12953539,1696143,184872,508764,508764,0,124855,106267,18589,2385031,282764,555527,1208315,4161463,1554747,291057,3126094,3119916,1977517,1047218,40757,54425,6178,16340790,35915719
2018:Q2,HS,12598210,4774207,3793090,981117,7824003,1077602,95563,192682,192682,0,83992,75997,7995,1446912,207030,338227,820383,2265459,1060182,235970,2197589,2193062,1507850,607431,54643,23138,4527,10400621,30633378
2018:Q2,NoHS,3351858,1555570,1199635,355935,1796288,286442,13109,42650,42650,0,1489,580,909,252801,49817,94388,201296,560800,216641,76855,608528,607441,394723,189395,15482,7841,1088,2743329,15823780
2018:Q3,College,80708351,20609939,17798760,2811179,60098411,6794869,1277492,2873969,2873969,0,576135,519300,56835,22027117,1131616,1266021,5603770,9412082,8518692,616648,8937992,8913760,6227921,2057034,134746,494059,24233,71770358,45473047
2018:Q3,SomeCollege,19875800,6609413,5303914,1305499,13266387,1705524,183914,535415,535415,0,128947,109781,19166,2516547,285774,561595,1249478,4224186,1577042,297964,3167633,3161356,1992662,1070552,43511,54632,6277,16708167,36085819
2018:Q3,HS,12851793,4831206,3837464,993742,8020587,1081320,95359,208624,208624,0,88190,80258,7932,1556827,210601,342488,853145,2266696,1082702,234635,2229689,2225033,1533453,616651,52442,22486,4656,10622104,30617033
2018:Q3,NoHS,3253302,1534803,1186881,347922,1718499,276592,11854,39106,39106,0,1465,472,993,258385,47940,84155,188140,522748,211847,76266,604567,603505,389373,190332,15702,8099,1062,2648735,15569789
2018:Q4,College,77887126,20822235,17972205,2850030,57064891,6902415,1409904,3052650,3040512,12139,547187,492574,54613,19047198,1122856,1212522,5133541,9471626,8536694,628298,9006892,8983563,6267325,2090596,148332,477310,23329,68880234,45791338
2018:Q4,SomeCollege,19590084,6717047,5399470,1317577,12873037,1755931,204481,559525,558114,1411,128228,108358,19870,2141470,281894,529793,1105912,4265778,1593841,306183,3182182,3176012,1999091,1094013,36259,46649,6170,16407902,36242538
2018:Q4,HS,12601758,4885177,3871939,1013238,7716581,1106338,98814,224629,223916,713,92271,84356,7915,1283239,209456,330278,772906,2258089,1105584,234978,2286743,2282211,1557244,631129,70648,23190,4532,10315014,30689071
2018:Q4,NoHS,3071763,1502303,1167650,334654,1569459,270030,12071,35457,35338,119,1410,311,1099,209732,44888,70162,163571,480852,205619,75667,594672,593702,380759,191305,15204,6434,970,2477091,15244240
2019:Q1,College,82426093,21211136,18338916,2872220,61214957,7052899,1516385,3175420,3175420,0,537615,484893,52721,21991977,1144559,1264762,5587872,9595434,8717022,631014,9013408,8988997,6284915,2095923,133868,474291,24411,73412685,46107003
2019:Q1,SomeCollege,20417543,6786866,5445215,1341651,13630678,1812935,220854,575867,575867,0,131919,111091,20828,2540360,286356,560490,1216963,4339969,1635307,309657,3184792,3178472,1997568,1090131,46508,44266,6320,17232751,36384915
2019:Q1,HS,13287483,5020626,3984236,1036390,8266857,1137895,101369,237919,237919,0,96808,88839,7969,1608959,215618,348125,855490,2285098,1146949,232628,2285266,2280503,1579316,624685,53425,23077,4763,11002217,30855618
2019:Q1,NoHS,3004416,1480925,1143258,337667,1523492,262828,11834,31796,31796,0,1509,208,1302,240316,42916,62451,153527,442177,200691,73447,575281,574328,368807,183750,15690,6082,953,2429135,14842681
2019:Q2,College,83929804,21483284,18585400,2897884,62446521,6906167,1482412,3387171,3384035,3136,539326,488756,50570,22667730,1155015,1292596,5764142,9681120,8934295,636547,9100729,9076843,6332503,2124303,136969,483067,23886,74829075,46419723
2019:Q2,SomeCollege,20787042,6862051,5505556,1356496,13924990,1820489,214146,602136,601708,428,138440,116491,21950,2643190,287603,576588,1250943,4394997,1681951,314507,3219392,3213135,2012373,1107802,46057,46903,6257,17567650,36511991
2019:Q2,HS,13703770,5132980,4072113,1060868,8570790,1152031,101446,258942,258738,204,101991,93923,8069,1716005,220090,360490,893209,2338480,1196015,232090,2338980,2334245,1614530,638997,58512,22207,4735,11364790,31122799
2019:Q2,NoHS,2865692,1439066,1110284,328782,1426626,249474,10037,26188,26162,26,1649,136,1512,238499,40332,53437,138418,402329,195053,71212,560932,560061,356831,180989,15449,6792,871,2304760,14360661
2019:Q3,College,84299972,21663856,18726601,2937254,62636117,6856898,1681313,3381355,3380793,562,549779,501624,48155,22490340,1165800,1308029,5819632,9758921,8983775,640274,9189934,9165407,6382579,2165494,130402,486931,24527,75110038,46729175
2019:Q3,SomeCollege,21041527,6980019,5619142,1360878,14061508,1843569,245531,601547,601462,84,147413,124112,23301,2633060,288834,585236,1251014,4444510,1702478,318316,3255511,3249168,2023728,1127470,50561,47409,6342,17786016,36622805
2019:Q3,HS,13994390,5222860,4133768,1089092,8771530,1177381,105667,264751,264712,39,107907,99682,8225,1742039,225457,370799,913270,2397746,1234891,231623,2390011,2385086,1657000,654424,51919,21743,4924,11604379,31496738
2019:Q3,NoHS,2695427,1377560,1072834,304726,1317867,236512,10483,25415,25411,4,1831,87,1744,224384,37612,44016,121550,361695,186042,68329,542800,541971,343030,176747,15233,6961,829,2152627,13793728
2019:Q4,College,87047907,21915223,18946814,2968408,65132685,7196303,1780178,3263392,3263392,0,544129,496267,47862,24130175,1175993,1327874,6110120,9863329,9085575,655615,9282946,9258496,6434297,2197822,134373,492004,24450,77764961,46992441
2019:Q4,SomeCollege,21535754,7069653,5703090,1366563,14466101,1896518,261101,586345,586345,0,145687,122481,23206,2841173,290718,594548,1326385,4483981,1714353,325294,3282902,3276575,2032124,1146507,49008,48937,6326,18252852,36727859
2019:Q4,HS,14339155,5273318,4174587,1098732,9065837,1202926,106875,255307,255307,0,107907,99681,8226,1911507,227327,375878,963135,2433722,1244095,237157,2422587,2417679,1670143,669780,56216,21541,4908,11916568,31638305
2019:Q4,NoHS,2700951,1366037,1068327,297710,1334914,237506,11208,27894,27894,0,1700,72,1628,239677,37245,44103,122652,360083,184012,68834,540638,539827,339608,178083,14982,7153,810,2160313,13609941
2020:Q1,College,82799873,22465135,19448895,3016240,60334737,7593726,2156942,3287500,3138162,149338,648821,600859,47963,18950832,1184339,1257836,5380463,9924166,9287874,662238,9391398,9364895,6500884,2205606,153698,504708,26503,73408475,47508917
2020:Q1,SomeCollege,20776550,7173043,5803951,1369092,13603507,1939838,320229,589988,564267,25721,168914,145912,23002,2134423,289193,545568,1111219,4455282,1724354,324499,3246467,3239946,2024236,1125315,37136,53259,6520,17530083,36666924
2020:Q1,HS,13622331,5314157,4215902,1098255,8308173,1213259,106704,252337,241390,10948,107851,99728,8123,1347467,225099,350579,820004,2407150,1242236,235487,2414032,2408857,1660379,647759,80272,20446,5175,11208299,31439100
2020:Q1,NoHS,2591491,1352706,1062322,290384,1238785,235708,14442,30715,29727,988,1842,290,1552,172115,36261,39063,110771,350189,180458,67221,523877,523026,331966,169155,14032,7873,851,2067614,13298267
2020:Q2,College,89254842,23099557,20040990,3058567,66155285,8405983,2339171,2991104,2773043,218061,648338,600403,47935,22918864,1218776,1348403,6105718,10071922,9425465,681541,9474385,9448396,6595848,2208655,148560,495333,25989,79780457,47930972
2020:Q2,SomeCollege,21519448,7228389,5871114,1357275,14291059,2025085,343490,545080,506083,38997,165191,142664,22527,2590902,292053,584458,1279149,4431543,1707037,327071,3204101,3197782,2010394,1097892,40617,48879,6319,18315347,36196235
2020:Q2,HS,14150327,5354109,4261985,1092124,8796218,1243351,103637,225220,209087,16133,105603,97634,7969,1716965,227697,367348,925952,2414695,1228097,237653,2379096,2374112,1653152,629693,70832,20434,4983,11771231,31063157
2020:Q2,NoHS,2611074,1335082,1053441,281641,1275992,237227,15650,35676,34315,1360,1747,278,1469,208994,35939,41704,113987,343630,174778,66659,506770,505969,324161,161084,13775,6950,801,2104303,12884867
2020:Q3,College,93009939,23846757,20660461,3186295,69163182,8707029,2212576,2787295,2779844,7451,625570,577294,48276,25041328,1252153,1411176,6464154,10208831,9743471,709599,9709500,9683634,6744471,2258819,141515,538829,25866,83300439,48524294
2020:Q3,SomeCollege,21769295,7310986,5925346,1385640,14458308,2024937,314856,496188,495130,1058,156144,134007,22136,2793441,293581,604002,1341213,4388797,1712341,332809,3212307,3206141,2002659,1094634,44840,64007,6166,18556988,35769448
2020:Q3,HS,14497717,5456959,4328840,1128118,9040759,1245398,102503,206683,206193,490,104205,96315,7890,1902002,230813,377794,970665,2420798,1236069,243829,2382317,2377432,1668247,631841,59692,17652,4885,12115400,30936573
2020:Q3,NoHS,2587098,1323800,1039684,284116,1263297,230930,13776,32880,32833,47,1634,214,1419,222337,35365,42537,112514,334163,170552,66610,499088,498326,317777,157377,13483,9688,761,2088010,12465453
2020:Q4,College,99522895,24563755,21294817,3268938,74959140,9307903,2134041,2864248,2831555,32692,657530,609424,48107,29043375,1290697,1457963,7042211,10341316,10101336,718520,9885703,9860636,6841535,2278740,143436,596924,25067,89637192,48771677
2020:Q4,SomeCollege,22738834,7491911,6078807,1413103,15246923,2101686,299883,502973,498232,4742,162220,140253,21967,3270438,301154,624442,1481340,4417658,1750584,334545,3238064,3232031,2002498,1102161,43835,83537,6033,19500769,35679355
2020:Q4,HS,15367005,5646008,4480294,1165715,9720997,1289850,103123,212726,210540,2186,104727,96803,7924,2315844,239348,391010,1070449,2475829,1270456,247633,2429915,2425146,1701946,646358,61868,14974,4769,12937090,31173574
2020:Q4,NoHS,2641748,1337347,1050683,286664,1304401,233700,12765,31829,31628,201,1612,273,1338,259795,35771,43616,115474,332996,170759,66083,501064,500343,316395,157594,13208,13146,722,2140684,12261881
2021:Q1,College,103276130,25451792,22120585,3331207,77824339,10005701,2207943,2346832,2346832,0,668461,619095,49366,31025406,1294822,1451354,7255662,10406954,10437980,723225,10005980,9979317,6922727,2275154,140941,640495,26663,93270150,49102536
2021:Q1,SomeCollege,23424000,7742761,6294901,1447860,15681239,2211440,311429,435368,435368,0,164836,142490,22346,3517199,302076,619761,1535285,4446389,1800645,336813,3261668,3255422,2015806,1096163,46060,97394,6246,20162332,35930150
2021:Q1,HS,15874385,5861263,4668377,1192887,10013122,1339424,103747,174664,174664,0,105440,97424,8017,2515836,239902,389198,1105298,2489318,1301146,249149,2440346,2435313,1724616,639431,57927,13340,5032,13434040,31372296
2021:Q1,NoHS,2745725,1392483,1093593,298891,1353242,243838,13426,37097,37097,0,1789,288,1501,281530,35993,43328,118126,336119,175258,66737,508084,507313,321745,156443,13415,15710,771,2237641,12386679
2021:Q2,College,107794075,26681407,23194378,3487030,81112668,10089226,2191870,2272787,2272787,0,687114,636995,50119,33268740,1318115,1480487,7629923,10462399,10987280,724725,10182336,10156345,7049711,2309209,138685,658739,25991,97611740,49080818
2021:Q2,SomeCollege,24472215,8168324,6625478,1542846,16303890,2240618,310907,428133,428133,0,170238,147547,22691,3824713,310122,639866,1644731,4503395,1891309,339859,3350944,3344730,2065447,1127725,47649,103908,6214,21121270,36162267
2021:Q2,HS,16567389,6179766,4915386,1264380,10387623,1345642,103990,169130,169130,0,105530,97479,8052,2747733,244611,396673,1168129,2509213,1347379,249593,2490889,2485967,1760531,657713,55072,12651,4922,14076500,31347094
2021:Q2,NoHS,2920472,1500012,1168199,331813,1420460,249956,13530,38398,38398,0,1979,330,1649,311606,37426,45472,123903,345390,184582,68217,531342,530576,335127,164616,13732,17101,766,2389130,12627390
2021:Q3,College,110301306,27951094,24329761,3621333,82350212,10251318,2138533,2287522,2287522,0,725821,674596,51224,33508774,1332049,1495084,7624032,10534989,11713329,738762,10415261,10389244,7208785,2359351,144758,676349,26016,99886046,49421281
2021:Q3,SomeCollege,24902799,8503476,6903456,1600020,16399323,2252707,300150,427716,427716,0,177877,155025,22852,3827164,311422,642490,1630091,4504352,1981125,344229,3411814,3405624,2108557,1143701,44844,108522,6190,21490985,36163056
2021:Q3,HS,16912864,6457834,5142292,1315542,10455030,1351272,103809,169219,169219,0,104953,96872,8081,2753678,245909,398174,1159655,2514332,1400932,253097,2538522,2533622,1792618,667530,61458,12015,4900,14374342,31378177
2021:Q3,NoHS,2991236,1564465,1216204,348261,1426772,250506,12915,38223,38223,0,2190,406,1784,311510,37538,45641,123116,345256,190779,69098,539782,539022,340636,166836,13610,17940,761,2451454,12612775
2021:Q4,College,113623528,28502835,24767999,3734836,85120693,10666329,2215332,2106355,2106355,0,739056,686902,52153,35038335,1343648,1495337,7958397,10622856,12188691,746358,10629248,10603098,7355145,2400758,165881,681313,26150,102994280,49608566
